model,price,reviews,url,vendor
Roteador Multilaser Cosmo Mesh Wi-Fi Whole Home AC1200 - RE010 - Multilaser,"R$ 398,05",,https://www.buscape.com.br/modem-e-roteador/roteador-multilaser-cosmo-mesh-wi-fi-whole-home-ac1200-re010-multilaser,
Roteador Wireless 300Mbps 4 Antenas Lv-Wr08 Pix Link,"R$ 105,60",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-300mbps-4-antenas-lv-wr08-pix-link,
Roteador Mercusys Wireless MW330HP 300MBPS 3 Antenas,"R$ 203,15",,https://www.buscape.com.br/modem-e-roteador/roteador-mercusys-wireless-mw330hp-300mbps-3-antenas,
Suporte Parede Para Roteador Modem Vivo Fibra Net Parafusos,"R$ 49,36",,https://www.buscape.com.br/modem-e-roteador/suporte-parede-para-roteador-modem-vivo-fibra-net-parafusos,
ONT Wireless 300Mbps GPon Giga - 142N 4780031 - Intelbras,"R$ 389,09",,https://www.buscape.com.br/modem-e-roteador/ont-wireless-300mbps-gpon-giga-142n-4780031-intelbras,
Roteador Tp-link Archer Ac750 Dual-band C20 750mbps Wireless,"R$ 235,66",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-archer-ac750-dual-band-c20-750mbps-wireless,
Roteador Gf 1200,"R$ 193,89",,https://www.buscape.com.br/modem-e-roteador/roteador-gf-1200,
Roteador Wireless Intelbras Mesh Twibi Fast 100Mbps ,"R$ 310,98",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-intelbras-mesh-twibi-fast-100mbps,
Roteador Wireless TP-LINK Deco E4 AC1200 1200MBPS 2PCS,"R$ 742,90",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-tp-link-deco-e4-ac1200-1200mbps-2pcs,
Roteador Tplink Wi-Fi Archer C50 D.Band AC1200 4P 4 Antenas - PN # Archer C50,"R$ 371,62",,https://www.buscape.com.br/modem-e-roteador/roteador-tplink-wi-fi-archer-c50-d-band-ac1200-4p-4-antenas-pn-archer-c50,
Roteador Wireless Tp-Link C7 Ac1750 1750Mbps,"R$ 420,78",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-tp-link-c7-ac1750-1750mbps,
"Roteador TP-Link Com 2 Archer AC1200 Wireless Dual Band 2,4/5 Ghz 2 Ant.Int DECO E3","R$ 454,33",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-com-2-archer-ac1200-wireless-dual-band-2-4-5-ghz-2-ant-int-deco-e3,
Roteador TP-Link Archer AC750 C21 Dual-band 750mbps 4 Antenas Roteador/AP/Repetidor Wi-Fi QoS Tether,"R$ 193,45",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-archer-ac750-c21-dual-band-750mbps-4-antenas-roteador-ap-repetidor-wi-fi-qos-tether,
Roteador Tp-link Wireless N450mbps Tl Wr940n,"R$ 197,40",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-wireless-n450mbps-tl-wr940n,
Roteador Elsys Amplimax Link 4g,"R$ 936,73",,https://www.buscape.com.br/modem-e-roteador/roteador-elsys-amplimax-link-4g,
TP-LINK Repetidor de Sinal Wireless AC1200 RE305,"R$ 382,14",,https://www.buscape.com.br/modem-e-roteador/tp-link-repetidor-de-sinal-wireless-ac1200-re305,
Repetidor Expansor Sinal Wifi Wireless Roteador 300mbps,"R$ 55,93",,https://www.buscape.com.br/modem-e-roteador/repetidor-expansor-sinal-wifi-wireless-roteador-300mbps,
Roteador Tp-link Archer AX6000 mimo Dual Band 8 Antenas Última Geração,"R$ 2.142,00",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-archer-ax6000-mimo-dual-band-8-antenas-ultima-geracao,
Repetidor Wireless Wi-Fi Tp-Link Tl-Wa850Re 300 Mbps Bom,"R$ 289,99",,https://www.buscape.com.br/modem-e-roteador/repetidor-wireless-wi-fi-tp-link-tl-wa850re-300-mbps-bom,
Roteador Wi-Fi D-Link DIR-853 AC1300 - Gigabit - 1300 Mbps - Tecnologia MU-MIMO - 4 Antenas de 7dBi,"R$ 738,74",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-d-link-dir-853-ac1300-gigabit-1300-mbps-tecnologia-mu-mimo-4-antenas-de-7dbi,
Roteador Ubiquiti Unifi Ac Mesh Access Point,"R$ 3.028,18",,https://www.buscape.com.br/modem-e-roteador/roteador-ubiquiti-unifi-ac-mesh-access-point,
Deco E3(2-pack) Sistema Wi-fi Mesh Em Toda Casa Ac1200,"R$ 433,36",,https://www.buscape.com.br/modem-e-roteador/deco-e3-2-pack-sistema-wi-fi-mesh-em-toda-casa-ac1200,
Mini Modem 3g Zte Mf193 Usb 2.0 Novo Nf Cx Original OI,"R$ 141,00",,https://www.buscape.com.br/modem-e-roteador/mini-modem-3g-zte-mf193-usb-2-0-novo-nf-cx-original-oi,
Roteador Tp-link Wireless Archer C50 Dual B. 4ant Ac1200 5ghz,"R$ 243,46",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-wireless-archer-c50-dual-b-4ant-ac1200-5ghz,
Roteador NETGEAR Nighthawk X6 AC3200 Tri-Band Wi-Fi 5 Router R8000-100NAS,"R$ 6.584,52",,https://www.buscape.com.br/modem-e-roteador/roteador-netgear-nighthawk-x6-ac3200-tri-band-wi-fi-5-router-r8000-100nas,
Roteador Belkin AC Dual-Band Wi-Fi Router F9K1123,"R$ 1.695,39",,https://www.buscape.com.br/modem-e-roteador/roteador-belkin-ac-dual-band-wi-fi-router-f9k1123,
Repetidor De Sinal Wifi Expansor Wireless 300m Internet Haiz,"R$ 85,49",,https://www.buscape.com.br/modem-e-roteador/repetidor-de-sinal-wifi-expansor-wireless-300m-internet-haiz,
Repetidor de Sinal 300MBPS 2 Antenas RE056-Multilaser,"R$ 106,26",,https://www.buscape.com.br/modem-e-roteador/repetidor-de-sinal-300mbps-2-antenas-re056-multilaser,
Roteador 300Mbps TL-WR940N TP-Link,"R$ 157,56",,https://www.buscape.com.br/modem-e-roteador/roteador-300mbps-tl-wr940n-tp-link,
Roteador Wireless Dual Band 2.4/5Ghz Ac1200 Ac10,"R$ 181,61",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-dual-band-2-4-5ghz-ac1200-ac10,
Wifi Extender Repetidor Wireless Router Range Network Booster Sinal De eua Plug,"R$ 244,16",,https://www.buscape.com.br/modem-e-roteador/wifi-extender-repetidor-wireless-router-range-network-booster-sinal-de-eua-plug,
Roteador Linksys AC1900 Dual-Band Wi-Fi 5 Router EA7450,"R$ 3.276,11",,https://www.buscape.com.br/modem-e-roteador/roteador-linksys-ac1900-dual-band-wi-fi-5-router-ea7450,
4g Lte Celular Sinal Repetidor Amplificador Amplificador Extensor Antena,"R$ 108,74",,https://www.buscape.com.br/modem-e-roteador/4g-lte-celular-sinal-repetidor-amplificador-amplificador-extensor-antena,
Modem Bridge Onu Gpon Rj45 Tenda G103,"R$ 113,72",,https://www.buscape.com.br/modem-e-roteador/modem-bridge-onu-gpon-rj45-tenda-g103,
"Roteador Wireless Intelbras 4750068 Mesh Twibi Giga 2,4ghz 5ghz","R$ 553,66",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-intelbras-4750068-mesh-twibi-giga-2-4ghz-5ghz,
Repetidor d-link Wireless ac 1200MBPS Dualband 2X Antenas Externas + porta Rede - DAP-1610,"R$ 313,90",,https://www.buscape.com.br/modem-e-roteador/repetidor-d-link-wireless-ac-1200mbps-dualband-2x-antenas-externas-porta-rede-dap-1610,
Roteador Wireless Wom 5a 5ghz Cpe Com Antena 16dbi,"R$ 522,01",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-wom-5a-5ghz-cpe-com-antena-16dbi,
"Roteador, Sistema Wi-fi Mesh Intelbras Twibi Fast","R$ 398,45",,https://www.buscape.com.br/modem-e-roteador/roteador-sistema-wi-fi-mesh-intelbras-twibi-fast,
Repetidor d-link wireless ac1200mbps dualband - dap-1610,"R$ 376,45",,https://www.buscape.com.br/modem-e-roteador/repetidor-d-link-wireless-ac1200mbps-dualband-dap-1610,
Receptor Repetidor Wireless - Wifi,"R$ 131,66",,https://www.buscape.com.br/modem-e-roteador/receptor-repetidor-wireless-wifi,
Roteador Tp Link Wireless Wifi Dual Band Ac 750 ARCHER C20,"R$ 299,00",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-wireless-wifi-dual-band-ac-750-archer-c20,
Roteador Wireless Intelbras Mesh Twibi Giga  2Un - 4750079,"R$ 661,94",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-intelbras-mesh-twibi-giga-2un-4750079,
Kit Mini Repetidor de Sinal Celular 800mhz Rp-860 Aquario,"R$ 1.046,32",,https://www.buscape.com.br/modem-e-roteador/kit-mini-repetidor-de-sinal-celular-800mhz-rp-860-aquario,
Suporte De Parede Roteador Mesh Tp Link Deco M4 ,"R$ 31,90",,https://www.buscape.com.br/modem-e-roteador/suporte-de-parede-roteador-mesh-tp-link-deco-m4,
Conjunto Roteador Intelbras Mesh Wireless Ac 1200 Mbps Twibi Giga + (2 Unidades),"R$ 973,00",,https://www.buscape.com.br/modem-e-roteador/conjunto-roteador-intelbras-mesh-wireless-ac-1200-mbps-twibi-giga-2-unidades,
Roteador Intelbras Twibi Fast Wi-Fi 5 Mesh,"R$ 297,59",,https://www.buscape.com.br/modem-e-roteador/roteador-intelbras-twibi-fast-wi-fi-5-mesh,
Roteador Xiaomi Mi Router 4c 300Mbps,"R$ 135,91",,https://www.buscape.com.br/modem-e-roteador/roteador-xiaomi-mi-router-4c-300mbps,
Ponto de Acesso Ubiquiti UAP-AC-HD UniFi Indoor 122m Access Point,"R$ 3.163,47",,https://www.buscape.com.br/modem-e-roteador/ponto-de-acesso-ubiquiti-uap-ac-hd-unifi-indoor-122m-access-point,
Roteador Wi-Fi Tp-Link Ac 1200 Dual Band 1167Mbps Ec220-G5,"R$ 299,48",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-tp-link-ac-1200-dual-band-1167mbps-ec220-g5,
Roteador 941HP - TP Link,"R$ 499,00",,https://www.buscape.com.br/modem-e-roteador/roteador-941hp-tp-link,
Roteador Wi-Fi D-Link DIR-842 AC1200 - Gigabit - Dual Band - Plataforma TR-069 - 4 Antenas,"R$ 293,39",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-d-link-dir-842-ac1200-gigabit-dual-band-plataforma-tr-069-4-antenas,
"Roteador Wireless DB 2,4/5GHZ Mu-MImo W5-1200F Com Reset INTELBRAS","R$ 233,02",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-db-2-4-5ghz-mu-mimo-w5-1200f-com-reset-intelbras,
"Roteador Wireless Intelbras Inet Twibi Giga Mesh Gigabit Dual Band 2,4 / 5ghz","R$ 553,66",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-intelbras-inet-twibi-giga-mesh-gigabit-dual-band-2-4-5ghz,
Access Point Tp-link Omada Eap225 Ac1350 De Até 867mbps Com Mu-mimo - ,"R$ 1.161,00",,https://www.buscape.com.br/modem-e-roteador/access-point-tp-link-omada-eap225-ac1350-de-ate-867mbps-com-mu-mimo,
Kit Roteador Twibi Fast Wi-Fi 5 Mesh Intelbras,"R$ 402,90",,https://www.buscape.com.br/modem-e-roteador/kit-roteador-twibi-fast-wi-fi-5-mesh-intelbras,
Roteador Motorola Bonded 2.0 Moca Network,"R$ 2.406,01",,https://www.buscape.com.br/modem-e-roteador/roteador-motorola-bonded-2-0-moca-network,
Amplimax Elsys Internet e Telefonia de Longo Alcance,"R$ 1.020,09",,https://www.buscape.com.br/modem-e-roteador/amplimax-elsys-internet-e-telefonia-de-longo-alcance,
Roteador Wireless Mercusys 300N 4 Antenas De 5 Dbi Wireles,"R$ 172,89",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-mercusys-300n-4-antenas-de-5-dbi-wireles,
"Cpe/ptp Antena Dish De 23 Dbi Mimo 2x2 | Roteador Digital Sem Fio, 5ghz E 23dbi Intelbras Wom 5a-23","R$ 539,30",,https://www.buscape.com.br/modem-e-roteador/cpe-ptp-antena-dish-de-23-dbi-mimo-2x2-roteador-digital-sem-fio-5ghz-e-23dbi-intelbras-wom-5a-23,
Roteador Wireless Mesh Ac1200 Deco E4 Pack 3 TPLINK,"R$ 916,10",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-mesh-ac1200-deco-e4-pack-3-tplink,
Roteador Wireless Cpe 5 Ghz 15 Dbi Apc 5A-15,"R$ 575,55",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-cpe-5-ghz-15-dbi-apc-5a-15,
"Roteador Wireless Sistema Wi-Fi Mesh Dual Band 2,4/5Ghz Ac1200 Deco E4 Pack 3","R$ 959,62",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-sistema-wi-fi-mesh-dual-band-2-4-5ghz-ac1200-deco-e4-pack-3,
Roteador Wireless Intelbras Dual Band Ac 1200 W5,"R$ 224,74",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-intelbras-dual-band-ac-1200-w5,
Access Point De Parede Tp-Link Wireless Dual Band Mu-Mimo Poe Ac1200 Indoor Omada V2.0 - Eap225-Wall,"R$ 440,91",,https://www.buscape.com.br/modem-e-roteador/access-point-de-parede-tp-link-wireless-dual-band-mu-mimo-poe-ac1200-indoor-omada-v2-0-eap225-wall,
Xiaomi WiFi Amplifier Pro 300Mbps 2.4G Repetidor sem fio com 2 * 2 dBi parede da antena Ligue WiFi Range Extender impulsionador do sinal para Xiaomi Router,"R$ 215,19",,https://www.buscape.com.br/modem-e-roteador/xiaomi-wifi-amplifier-pro-300mbps-2-4g-repetidor-sem-fio-com-2-2-dbi-parede-da-antena-ligue-wifi-range-extender-impulsionador-do-sinal-para-xiaomi-router,
Roteador Netgear Nighthawk Ax6000 Ax8 Dual-Band Wi-Fi 6,"R$ 8.329,42",,https://www.buscape.com.br/modem-e-roteador/roteador-netgear-nighthawk-ax6000-ax8-dual-band-wi-fi-6,
Roteador Intelbras Action Rf 1200 Com Nfe,"R$ 184,17",,https://www.buscape.com.br/modem-e-roteador/roteador-intelbras-action-rf-1200-com-nfe,
Repetidor De Internet Sem Fio Wi-fi Wireless Universal,"R$ 112,79",,https://www.buscape.com.br/modem-e-roteador/repetidor-de-internet-sem-fio-wi-fi-wireless-universal,
Iwe 3001 Repetidor Wi-fi N300 Mbps Intelbras,"R$ 184,05",,https://www.buscape.com.br/modem-e-roteador/iwe-3001-repetidor-wi-fi-n300-mbps-intelbras,
Suporte Parede Roteador Tp-Link Deco M9 Plus Parafusos,"R$ 11,00",,https://www.buscape.com.br/modem-e-roteador/suporte-parede-roteador-tp-link-deco-m9-plus-parafusos,
Halo S12(2-pack) - Roteador Mesh Wireless Ac1200,"R$ 351,86",,https://www.buscape.com.br/modem-e-roteador/halo-s12-2-pack-roteador-mesh-wireless-ac1200,
Kit Extensor Tp-Link Powerline Wifi Av600 Tl-Wpa4220 Kit,"R$ 549,00",,https://www.buscape.com.br/modem-e-roteador/kit-extensor-tp-link-powerline-wifi-av600-tl-wpa4220-kit,
Roteador Wireless Intelbras Gf1200 Ac1200 Giga - 4750076,"R$ 222,21",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-intelbras-gf1200-ac1200-giga-4750076,
Roteador Wireless Mesh Twibi Fast Intelbras 2 Antenas Int,"R$ 207,91",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-mesh-twibi-fast-intelbras-2-antenas-int,
Amplificador De Sinal De Alcance AP 300Mbps Sem Fio N WiFi Repetidor AP,"R$ 92,28",,https://www.buscape.com.br/modem-e-roteador/amplificador-de-sinal-de-alcance-ap-300mbps-sem-fio-n-wifi-repetidor-ap,
Extensor Wireless 1200Mbps Dual Band A18  TENDA,"R$ 260,00",,https://www.buscape.com.br/modem-e-roteador/extensor-wireless-1200mbps-dual-band-a18-tenda,
Roteador Wireless TP-Link Deco E4 AC1200 1200 Mbps 2 Unidades,,,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-tp-link-deco-e4-ac1200-1200-mbps-2-unidades,
Roteador dir 822 Wireless ac 1200Mbps,"R$ 219,12",,https://www.buscape.com.br/modem-e-roteador/roteador-dir-822-wireless-ac-1200mbps,
Xiaomi WiFi amplificador wifi Repetidor 1 Amplificador Extender 1 Repetidor Universal WiFi Extender 150Mbps Wi-Fi Extender,"R$ 197,20",,https://www.buscape.com.br/modem-e-roteador/xiaomi-wifi-amplificador-wifi-repetidor-1-amplificador-extender-1-repetidor-universal-wifi-extender-150mbps-wi-fi-extender,
Roteador TP-Link Archer C80 AC1900 Mbps Wireless MU-MIMO 3X3 Gigabit Dual-Band 4 Antenas App Tether,"R$ 418,28",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-archer-c80-ac1900-mbps-wireless-mu-mimo-3x3-gigabit-dual-band-4-antenas-app-tether,
Roteador Switch Cisco 892fsp 8x 1gb Rj-45 2x Wan A12658,"R$ 12.219,90",,https://www.buscape.com.br/modem-e-roteador/roteador-switch-cisco-892fsp-8x-1gb-rj-45-2x-wan-a12658,
Roteador Wireless Intelbras W4-300F Wi-Force ,"R$ 128,90",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-intelbras-w4-300f-wi-force,
Ponto de Acesso Wireless N 3 Antenas 300 mbps,"R$ 455,70",,https://www.buscape.com.br/modem-e-roteador/ponto-de-acesso-wireless-n-3-antenas-300-mbps,
300 Mbps Wifi Repetidor Ap Roteador Sem Fio Extensor Sinal Impulsionador Faixa,"R$ 89,34",,https://www.buscape.com.br/modem-e-roteador/300-mbps-wifi-repetidor-ap-roteador-sem-fio-extensor-sinal-impulsionador-faixa,
Roteador Tp-Link Wireless Ac1200 Archer C5v 4lan Giga 2fxs,"R$ 519,00",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-wireless-ac1200-archer-c5v-4lan-giga-2fxs,
Roteador Wireless Gigabit Mu-Mimo Dual Band 2.4/5Ghz Ac1350 Ec230-G1,"R$ 467,82",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-gigabit-mu-mimo-dual-band-2-4-5ghz-ac1350-ec230-g1,
Access Point De Parede Omada Mu-Mimo Wireless Ac1200 Eap225,"R$ 926,20",,https://www.buscape.com.br/modem-e-roteador/access-point-de-parede-omada-mu-mimo-wireless-ac1200-eap225,
"Roteador Multilaser RE707, 2.4GHz (300 Mbps), 2 Antenas - 4 Portas 10/100 - Função Preset","R$ 72,38",,https://www.buscape.com.br/modem-e-roteador/roteador-multilaser-re707-2-4ghz-300-mbps-2-antenas-4-portas-10-100-funcao-preset,
"Roteador Wireless Gigabit Dual Band 2,4/5Ghz Ac1900 Mu-Mimo C/ Função Preset Archer C80","R$ 532,71",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-gigabit-dual-band-2-4-5ghz-ac1900-mu-mimo-c-funcao-preset-archer-c80,
Roteador 3p S/fio N 300mbps Rf301k Intelbras,"R$ 151,19",,https://www.buscape.com.br/modem-e-roteador/roteador-3p-s-fio-n-300mbps-rf301k-intelbras,
Roteador Tenda F3 300Mbps 2 Antenas,"R$ 119,10",,https://www.buscape.com.br/modem-e-roteador/roteador-tenda-f3-300mbps-2-antenas,
Repetidor Sinal Wifi 300mbps Wps Ap Aumentar Sinal,"R$ 72,07",,https://www.buscape.com.br/modem-e-roteador/repetidor-sinal-wifi-300mbps-wps-ap-aumentar-sinal,
Roteador Wireless 2.4 GHz 300 Mbps RF 301 K Intelbras,"R$ 117,41",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-2-4-ghz-300-mbps-rf-301-k-intelbras,
Roteador Wi-Fi Mi Range Extender Pro Global,"R$ 134,96",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-mi-range-extender-pro-global,
Roteador Tp-Link Archer Wifi Ax50  Ax3000,"R$ 759,00",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-archer-wifi-ax50-ax3000,
Roteador Huawei Mesh WS5800 1 Torre  Open,"R$ 827,08",,https://www.buscape.com.br/modem-e-roteador/roteador-huawei-mesh-ws5800-1-torre-open,
Suporte Wi-Fi Bluray Roteador Receptor Modem Acrílico,"R$ 64,58",,https://www.buscape.com.br/modem-e-roteador/suporte-wi-fi-bluray-roteador-receptor-modem-acrilico,
Conjunto Roteador Twibi FAST - 4750071,"R$ 378,31",,https://www.buscape.com.br/modem-e-roteador/conjunto-roteador-twibi-fast-4750071,
867 Mbps Wireless-N Range Extender 2.4G / 5G WiFi Repetidor Signal Booster Router,"R$ 281,28",,https://www.buscape.com.br/modem-e-roteador/867-mbps-wireless-n-range-extender-2-4g-5g-wifi-repetidor-signal-booster-router,
Roteador Tp-Link Archer Ac1200 Dual-Band Wi-Fi Router Archer,"R$ 1.186,54",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-archer-ac1200-dual-band-wi-fi-router-archer,
Router Tp-Link Ec220-G5 2.0 Gigabit Wifi Wrls Db Ac1167,"R$ 389,00",,https://www.buscape.com.br/modem-e-roteador/router-tp-link-ec220-g5-2-0-gigabit-wifi-wrls-db-ac1167,
Roteador Netgear Ac750 Dual-Band Wi-Fi Range Extender Ex6100,"R$ 2.547,68",,https://www.buscape.com.br/modem-e-roteador/roteador-netgear-ac750-dual-band-wi-fi-range-extender-ex6100,
Roteador Wireless N 300Mbps IPV6 3 Antenas RE163V MULTILASER,"R$ 161,40",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-n-300mbps-ipv6-3-antenas-re163v-multilaser,
Roteador Wireless Gigabit Dual Band Archer C5 W - AC1200,"R$ 441,70",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-gigabit-dual-band-archer-c5-w-ac1200,
Access Point Cisco WAP150 (WAP150-B-K9-BR) Wireless-AC/N Dual Radio with PoE,"R$ 2.249,10",,https://www.buscape.com.br/modem-e-roteador/access-point-cisco-wap150-wap150-b-k9-br-wireless-ac-n-dual-radio-with-poe,
Access Point Ap 1750 Ac,"R$ 1.715,62",,https://www.buscape.com.br/modem-e-roteador/access-point-ap-1750-ac,
Roteador Hotspot 300MBPS - INTELBRAS,"R$ 637,84",,https://www.buscape.com.br/modem-e-roteador/roteador-hotspot-300mbps-intelbras,
Repetidor Wireless 300mbps 2.4ghz Tplink Tl-wa855re 2 Ant Ext Fixa,"R$ 206,55",,https://www.buscape.com.br/modem-e-roteador/repetidor-wireless-300mbps-2-4ghz-tplink-tl-wa855re-2-ant-ext-fixa,
Roteador Wireless N 300Mbps-840N-Tp-Link,"R$ 149,00",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-n-300mbps-840n-tp-link,
Roteador Netgear Nighthawk X4 Ac2200 Dual-Band Wi-Fi Range,"R$ 4.558,71",,https://www.buscape.com.br/modem-e-roteador/roteador-netgear-nighthawk-x4-ac2200-dual-band-wi-fi-range,
CPE 5 GHz com antena de 16 dBi MiMo 2x2 WOM 5A MiMo -Intelbras,"R$ 585,10",,https://www.buscape.com.br/modem-e-roteador/cpe-5-ghz-com-antena-de-16-dbi-mimo-2x2-wom-5a-mimo-intelbras,
Repetidor De Sinal Para Linha Duo Mrp-01 Duo Jfl,"R$ 131,00",,https://www.buscape.com.br/modem-e-roteador/repetidor-de-sinal-para-linha-duo-mrp-01-duo-jfl,
Roteador Broadband TP-LINK TL-R480T+ Load Balance 2 Portas WAN e 3 Portas LAN,"R$ 457,78",,https://www.buscape.com.br/modem-e-roteador/roteador-broadband-tp-link-tl-r480t-load-balance-2-portas-wan-e-3-portas-lan,
Roteador Wi-fi Tp-link 300mbps 829n,"R$ 88,00",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-tp-link-300mbps-829n,
Modem Roteador Tp-Link Archer Cr700 Ac1750,"R$ 510,00",,https://www.buscape.com.br/modem-e-roteador/modem-roteador-tp-link-archer-cr700-ac1750,
Roteador Netgear 24-Port 10/100/1000 Mbps Gigabit Unmanaged,"R$ 5.403,74",,https://www.buscape.com.br/modem-e-roteador/roteador-netgear-24-port-10-100-1000-mbps-gigabit-unmanaged,
Xiaomi Wifi Amplificador Pro 300 Mbps 2.4g Repetidor Sem Fio (plug Eua),"R$ 101,96",,https://www.buscape.com.br/modem-e-roteador/xiaomi-wifi-amplificador-pro-300-mbps-2-4g-repetidor-sem-fio-plug-eua,
Repetidor Sem Fio 300mbps Mercusys Mw300re,"R$ 100,00",,https://www.buscape.com.br/modem-e-roteador/repetidor-sem-fio-300mbps-mercusys-mw300re,
Roteador Gpon 2p Ge 1 Porta Fxs Wifi Ont121w Intelbras,"R$ 249,00",,https://www.buscape.com.br/modem-e-roteador/roteador-gpon-2p-ge-1-porta-fxs-wifi-ont121w-intelbras,
Gpon Ont WiFi AC1200 Gigabit Ethernet D-Link DPN-1452DG,"R$ 520,88",,https://www.buscape.com.br/modem-e-roteador/gpon-ont-wifi-ac1200-gigabit-ethernet-d-link-dpn-1452dg,
Mini Roteador Insignia Bluethooth 4.0 Usb Ns-Pcy5bma2,"R$ 605,20",,https://www.buscape.com.br/modem-e-roteador/mini-roteador-insignia-bluethooth-4-0-usb-ns-pcy5bma2,
Access Point Corporativo Tp-link Eap245 V3 Ac1750,"R$ 1.318,64",,https://www.buscape.com.br/modem-e-roteador/access-point-corporativo-tp-link-eap245-v3-ac1750,
Roteador TP-Link Deco E4 Sistema Mesh Dual Band 1167Mbps,"R$ 875,90",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-deco-e4-sistema-mesh-dual-band-1167mbps,
Repetidor De Sinal Wi-Fi Tp-link Re200 Ac750 300mbps Em 2.4ghz + 433mbps Em 5ghz,"R$ 240,64",,https://www.buscape.com.br/modem-e-roteador/repetidor-de-sinal-wi-fi-tp-link-re200-ac750-300mbps-em-2-4ghz-433mbps-em-5ghz,
Roteador Multilaser Wireless N 300mbps 2.4ghz Com 3 Antena 5dbi Bivolt Re163v,"R$ 103,34",,https://www.buscape.com.br/modem-e-roteador/roteador-multilaser-wireless-n-300mbps-2-4ghz-com-3-antena-5dbi-bivolt-re163v,
Tp-Link Tl-Pa4020Pt Kit Powerline Starter Kit Av500 3Pack,"R$ 470,00",,https://www.buscape.com.br/modem-e-roteador/tp-link-tl-pa4020pt-kit-powerline-starter-kit-av500-3pack,
Roteador Mesh Tp Link Deco E4 AC1200 1200Mbps Kit 3 Pçs,"R$ 791,12",,https://www.buscape.com.br/modem-e-roteador/roteador-mesh-tp-link-deco-e4-ac1200-1200mbps-kit-3-pcs,
Roteador TP-Link Load Balance Broadband - TL-R480T+,"R$ 353,86",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-load-balance-broadband-tl-r480t,
Roteador Tplink Archer C20w Wifi Ac 750Mbps 3  Antenas,"R$ 172,72",,https://www.buscape.com.br/modem-e-roteador/roteador-tplink-archer-c20w-wifi-ac-750mbps-3-antenas,
"Repetidor, Roteador Intelbras Rf 301k  Bivolt","R$ 117,50",,https://www.buscape.com.br/modem-e-roteador/repetidor-roteador-intelbras-rf-301k-bivolt,
Conector Masculino Da Antena CRC9 De 4G LTE 5dBi Para A Placa De Rede Do Modem Do Roteador,"R$ 32,60",,https://www.buscape.com.br/modem-e-roteador/conector-masculino-da-antena-crc9-de-4g-lte-5dbi-para-a-placa-de-rede-do-modem-do-roteador,
Mini Modem ZTE Usb Mf79U 4g Wifi 10 Usuários Desbloqueado,"R$ 499,00",,https://www.buscape.com.br/modem-e-roteador/mini-modem-zte-usb-mf79u-4g-wifi-10-usuarios-desbloqueado,
Roteador Intelbras Wireless 300Mbps Rf 301K  4750072,"R$ 99,22",,https://www.buscape.com.br/modem-e-roteador/roteador-intelbras-wireless-300mbps-rf-301k-4750072,
