model,price,reviews,url,vendor
Modem Wi-Fi Aquário MD-4000 2 Antenas 3G/4G ,"R$ 954,41",,https://www.buscape.com.br/modem-e-roteador/modem-wi-fi-aquario-md-4000-2-antenas-3g-4g,
Roteador TP-Link 1167Mbps Wi-Fi Mesh  DECO E3,"R$ 498,90",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-1167mbps-wi-fi-mesh-deco-e3,
Roteador Xiaomi Mi Router 4c R4cm 4 Antenas 2.4g 300mbps Roteador e Repetidor Xiaomi Wi-fi Mi Router 4C XM500BRA PRD-X00500,"R$ 205,00",,https://www.buscape.com.br/modem-e-roteador/roteador-xiaomi-mi-router-4c-r4cm-4-antenas-2-4g-300mbps-roteador-e-repetidor-xiaomi-wi-fi-mi-router-4c-xm500bra-prd-x00500,
Link Amplimax 4G ELSYS,"R$ 622,77",,https://www.buscape.com.br/modem-e-roteador/link-amplimax-4g-elsys,
Roteador Tplink Archer C60 D.Band AC1350 4P Lan 1WAN 5Antena,"R$ 479,40",,https://www.buscape.com.br/modem-e-roteador/roteador-tplink-archer-c60-d-band-ac1350-4p-lan-1wan-5antena,
Roteador Wi-Fi Mesh Intelbras Twibi Fast 2 Módulos,"R$ 545,00",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-mesh-intelbras-twibi-fast-2-modulos,
Roteador Wi-Fi TP-Link TL-WR840N - 300Mbps - 2 Antenas fixas de 5dBi,"R$ 124,99",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-tp-link-tl-wr840n-300mbps-2-antenas-fixas-de-5dbi,
Roteador Multilaser RE163V 3 Antenas IPv6 300Mbps Bivolt ,"R$ 137,61",,https://www.buscape.com.br/modem-e-roteador/roteador-multilaser-re163v-3-antenas-ipv6-300mbps-bivolt,
Roteador Wi-Fi Tp-Link Ac750 Dual Band 433 Mbps Archer C21,"R$ 201,15",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-tp-link-ac750-dual-band-433-mbps-archer-c21,
Antena de 15dbi para Celular rural de mesa - Roteador - Repetidor de sinal Todas frequências Voz 2G 3G 4G - 700 á 2600Mhz,"R$ 120,00",,https://www.buscape.com.br/modem-e-roteador/antena-de-15dbi-para-celular-rural-de-mesa-roteador-repetidor-de-sinal-todas-frequencias-voz-2g-3g-4g-700-a-2600mhz,
"Access Point E430H Interno -ROW- 802.11ac wave 2, 2x2, Wall plate WLAN","R$ 2.171,76",,https://www.buscape.com.br/modem-e-roteador/access-point-e430h-interno-row-802-11ac-wave-2-2x2-wall-plate-wlan,
Roteador Tp-Link Archer Ax6000 Dual-Band Wi-Fi 6 Router,"R$ 10.324,51",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-archer-ax6000-dual-band-wi-fi-6-router,
Roteador Wifi 4 Wi-Force W4-300F  - Intelbras,"R$ 139,90",,https://www.buscape.com.br/modem-e-roteador/roteador-wifi-4-wi-force-w4-300f-intelbras,
300mbps wifi repetidor extensor amplificador wifi impulsionador wi fi sinal 802.11n de longa,"R$ 48,69",,https://www.buscape.com.br/modem-e-roteador/300mbps-wifi-repetidor-extensor-amplificador-wifi-impulsionador-wi-fi-sinal-802-11n-de-longa,
Roteador Wireless Tp Link Acher C5w Gbit Ac1200 - Archer C5 W,"R$ 390,00",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-tp-link-acher-c5w-gbit-ac1200-archer-c5-w,
Repetidor Wi-fi Ac 1750mbps Re450 Dual Band Tp-link,"R$ 474,90",,https://www.buscape.com.br/modem-e-roteador/repetidor-wi-fi-ac-1750mbps-re450-dual-band-tp-link,
Roteador WI-FI MESH com 2 Gigabit Dual BAND MW6  Tenda,"R$ 835,16",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-mesh-com-2-gigabit-dual-band-mw6-tenda,
Roteador D-Link DHD-131 Main Stage,"R$ 249,98",,https://www.buscape.com.br/modem-e-roteador/roteador-d-link-dhd-131-main-stage,
Roteador Wireless Wi-Fi 300Mbps 2.4Ghz 4 Antenas 5Dbi Kp-R05,"R$ 149,99",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-wi-fi-300mbps-2-4ghz-4-antenas-5dbi-kp-r05,
Repetidor De Sinal Para Sistema 8000,"R$ 310,83",,https://www.buscape.com.br/modem-e-roteador/repetidor-de-sinal-para-sistema-8000,
Roteador Wi-Fi Intelbras RF-301K - 300Mbps - 2 antenas 4dBi,"R$ 80,48",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-intelbras-rf-301k-300mbps-2-antenas-4dbi,
Roteador wi 300mb 3a Tp link TL-WR1042,"R$ 214,59",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-300mb-3a-tp-link-tl-wr1042,
Roteador Mercusys High Power Wireless 300Mbps 3 portas 10/100Mbps 3 Antenas 7dBi MW330HP,"R$ 152,41",,https://www.buscape.com.br/modem-e-roteador/roteador-mercusys-high-power-wireless-300mbps-3-portas-10-100mbps-3-antenas-7dbi-mw330hp,
"Roteador Wireless Gigabit 10/100/1000 Ac1200 Mesh Mu-Mimo 2,4/5Ghz Deco M4 (2 Pack )","R$ 910,44",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-gigabit-10-100-1000-ac1200-mesh-mu-mimo-2-4-5ghz-deco-m4-2-pack,
Roteador TP-Link GIGABIT WIRELESS DUAL BAND AC1200 EC220-G5,"R$ 297,99",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-gigabit-wireless-dual-band-ac1200-ec220-g5,
Antena Adaptador Roteador Repetidor Extensor Amplificador Sinal Wifi Wireless 900mbps,"R$ 29,99",,https://www.buscape.com.br/modem-e-roteador/antena-adaptador-roteador-repetidor-extensor-amplificador-sinal-wifi-wireless-900mbps,
Roteador Wi-Fi AC1200 MU-MIMO IPv6 TR-069 Dual-Band 4 Antenas Gigabit 10/100/1000 - DIR-841,"R$ 600,00",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-ac1200-mu-mimo-ipv6-tr-069-dual-band-4-antenas-gigabit-10-100-1000-dir-841,
Smart Router 4 Antenas Router 300Mbps única banda router WiFi Routers,,,https://www.buscape.com.br/modem-e-roteador/smart-router-4-antenas-router-300mbps-unica-banda-router-wifi-routers,
Roteador 450Mbps - TLWR941HP,,,https://www.buscape.com.br/modem-e-roteador/roteador-450mbps-tlwr941hp,
Repetidor Amplificador De Sinal Rep 8000 Intelbras 4543537,,,https://www.buscape.com.br/modem-e-roteador/repetidor-amplificador-de-sinal-rep-8000-intelbras-4543537,
Access Point Bridge Rj45 Vonets Rede Sem Fio Wireless Wifi,,,https://www.buscape.com.br/modem-e-roteador/access-point-bridge-rj45-vonets-rede-sem-fio-wireless-wifi,
MW305R,"R$ 89,90",,https://www.buscape.com.br/modem-e-roteador/roteador-300-mbps-mercusys-mw305r,Mercusys
"Roteador Asus Gamer AX6000 Dual Band WiFi 6 (802.11ax) tecnologia MU-MIMO e OFDMA, AiProtection Pro 6000Mbps 4 antenas RT-AX88U","R$ 5.042,16",,https://www.buscape.com.br/modem-e-roteador/roteador-asus-gamer-ax6000-dual-band-wifi-6-802-11ax-tecnologia-mu-mimo-e-ofdma-aiprotection-pro-6000mbps-4-antenas-rt-ax88u,
Roteador Wireless Roteador 4750076  Action Gf1200 Wan Gigabit Dual Band Ac 1200Mbps,"R$ 232,64",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-roteador-4750076-action-gf1200-wan-gigabit-dual-band-ac-1200mbps,
Roteador Eero Ac Dual-Band Mesh Wi-Fi System J010111,"R$ 2.111,03",,https://www.buscape.com.br/modem-e-roteador/roteador-eero-ac-dual-band-mesh-wi-fi-system-j010111,
Access Point Intelbras AP310 Wireless 10/100Mbps,"R$ 299,00",,https://www.buscape.com.br/modem-e-roteador/access-point-intelbras-ap310-wireless-10-100mbps,
Roteador Dir-608 D-Link- Roteador Wireless N150MBPS Antena Externa 5DBI (modo Repetidor e IPV6,"R$ 70,20",,https://www.buscape.com.br/modem-e-roteador/roteador-dir-608-d-link-roteador-wireless-n150mbps-antena-externa-5dbi-modo-repetidor-e-ipv6,
Repetidor de sinal RF para sistema 8000 Intelbras REP 8000,"R$ 335,00",,https://www.buscape.com.br/modem-e-roteador/repetidor-de-sinal-rf-para-sistema-8000-intelbras-rep-8000,
Access Point Wi-Fi Intelbras AP360 Corporativo Alta Potência 630mW N 300Mbps Check-in Facebook,"R$ 483,99",,https://www.buscape.com.br/modem-e-roteador/access-point-wi-fi-intelbras-ap360-corporativo-alta-potencia-630mw-n-300mbps-check-in-facebook,
Roteador Linksys Business Ac1750 Wi-Fi Access Point-Lapac175,"R$ 8.329,42",,https://www.buscape.com.br/modem-e-roteador/roteador-linksys-business-ac1750-wi-fi-access-point-lapac175,
Repetidor Expansor Sinal Wifi Wireless Forte,"R$ 57,28",,https://www.buscape.com.br/modem-e-roteador/repetidor-expansor-sinal-wifi-wireless-forte,
Repetidor Wifi 2800m 4 Antenas Amplificador De Sinal,"R$ 140,00",,https://www.buscape.com.br/modem-e-roteador/repetidor-wifi-2800m-4-antenas-amplificador-de-sinal,
Roteador Repetidor Aumentar Sinal Wifi 600mbps Wps Ap ,"R$ 89,90",,https://www.buscape.com.br/modem-e-roteador/roteador-repetidor-aumentar-sinal-wifi-600mbps-wps-ap,
Mikrotik Routerboard RB3011UiAS-RM L5,"R$ 1.412,79",,https://www.buscape.com.br/modem-e-roteador/mikrotik-routerboard-rb3011uias-rm-l5,
Roteador 4 Portas Gigabit Ac 1900mbps Archer C80 Dual Band Tp-link,"R$ 437,66",,https://www.buscape.com.br/modem-e-roteador/roteador-4-portas-gigabit-ac-1900mbps-archer-c80-dual-band-tp-link,
Roteador Wireless Ac1200 Mesh Wi-Fi Para 100 Dispositivos,"R$ 800,49",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-ac1200-mesh-wi-fi-para-100-dispositivos,
Roteador Cisco ISR4321BR K9 2GE 2NIM 4G FLASH 4G DRAM IPB,"R$ 24.311,29",,https://www.buscape.com.br/modem-e-roteador/roteador-cisco-isr4321br-k9-2ge-2nim-4g-flash-4g-dram-ipb,
"Roteador TP-Link Archer Wisp AC1200 Wireless Gigabit Dual Band 2,4 5Ghz 4 Ant Fixas EC220-G5","R$ 233,86",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-archer-wisp-ac1200-wireless-gigabit-dual-band-2-4-5ghz-4-ant-fixas-ec220-g5,
Roteador Wireless Archer C21 - TP-Link,"R$ 254,28",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-archer-c21-tp-link,
Roteador Wi-Fi D-Link DIR-846 AC1200 - Gigabit - Dual Band 2.4 GHz e 5 GHz - MU-MIMO e SmartBeam - 6,"R$ 345,59",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-d-link-dir-846-ac1200-gigabit-dual-band-2-4-ghz-e-5-ghz-mu-mimo-e-smartbeam-6,
Repetidor Wi-fi Ac 750mbps Re200 Dual Band Tp-link,"R$ 169,19",,https://www.buscape.com.br/modem-e-roteador/repetidor-wi-fi-ac-750mbps-re200-dual-band-tp-link,
Smart 11167146,"R$ 499,00",,https://www.buscape.com.br/modem-e-roteador/roteador-mesh-wireless-dual-band-positivo-smart-11167146,Positivo
Extensor de Alcance Wi-Fi D-Link DAP-1530 AC750 - 2.4 GHz e 5 GHz Repetidor de Sinal e Access Point,"R$ 299,69",,https://www.buscape.com.br/modem-e-roteador/extensor-de-alcance-wi-fi-d-link-dap-1530-ac750-2-4-ghz-e-5-ghz-repetidor-de-sinal-e-access-point,
Roteador Wi-Fi TP-Link Archer C50 AC1200 - Dual Band 2.4 GHz e 5 GHz - 4 Antenas,"R$ 318,99",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-tp-link-archer-c50-ac1200-dual-band-2-4-ghz-e-5-ghz-4-antenas,
Repetidor Wireless 300mbps Tl-wa855re Tp-link (2 Antenas),"R$ 237,82",,https://www.buscape.com.br/modem-e-roteador/repetidor-wireless-300mbps-tl-wa855re-tp-link-2-antenas,
Roteador Tp-link Archer C50 Ac1200 Wireless Dual Band 2.4ghz / 5ghz com 4 antenas ,"R$ 242,52",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-archer-c50-ac1200-wireless-dual-band-2-4ghz-5ghz-com-4-antenas,
"Xiaomi-Roteador sem fio Pro Router 300M, original, amplificador expansor de sinal, repetidor,","R$ 92,00",,https://www.buscape.com.br/modem-e-roteador/xiaomi-roteador-sem-fio-pro-router-300m-original-amplificador-expansor-de-sinal-repetidor,
4G cpe Router Modem Desbloqueado ilimitado hotspot móvel Wi-Fi Tethering Router,"R$ 335,84",,https://www.buscape.com.br/modem-e-roteador/4g-cpe-router-modem-desbloqueado-ilimitado-hotspot-movel-wi-fi-tethering-router,
Roteador Wireless WS318N 300MBPS  - Huawei,"R$ 75,00",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-ws318n-300mbps-huawei,
"Roteador Wireless N 300mbps High Power 1000mw, Botao Turbo De Sinal, Antenas De 7dbi E Com Ipv6 Mw330hp","R$ 171,73",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-n-300mbps-high-power-1000mw-botao-turbo-de-sinal-antenas-de-7dbi-e-com-ipv6-mw330hp,
Roteador Mesh Twibi Giga+,"R$ 364,42",,https://www.buscape.com.br/modem-e-roteador/roteador-mesh-twibi-giga,
Roteador tp-link wi-fi 6 Gigabit Dual band AX3000 - archer AX50(US)1.0,"R$ 869,62",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-wi-fi-6-gigabit-dual-band-ax3000-archer-ax50-us-1-0,
Conjunto Roteador MESH TWIBI FAST INTELBRAS,"R$ 461,46",,https://www.buscape.com.br/modem-e-roteador/conjunto-roteador-mesh-twibi-fast-intelbras,
Repetidor Amplificador de Sinal RP-860 Para Celular Aquário,"R$ 1.070,10",,https://www.buscape.com.br/modem-e-roteador/repetidor-amplificador-de-sinal-rp-860-para-celular-aquario,
Roteador TP-Link Wireless N 300Mbps 2 Antenas 5DBI IPv6 4 em 1 App Tether QoS Wi-Fi 4 - TL-WR829N V2,"R$ 112,10",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-wireless-n-300mbps-2-antenas-5dbi-ipv6-4-em-1-app-tether-qos-wi-fi-4-tl-wr829n-v2,
Roteador Gpon 2p Ge 1p Fxs Wifi Ont121w - Intelbras,"R$ 309,23",,https://www.buscape.com.br/modem-e-roteador/roteador-gpon-2p-ge-1p-fxs-wifi-ont121w-intelbras,
Roteador Access Point Longo Alcance De Teto Intelbras Ap 360,"R$ 428,47",,https://www.buscape.com.br/modem-e-roteador/roteador-access-point-longo-alcance-de-teto-intelbras-ap-360,
Modem 4G Wi-Fi Md-4000,"R$ 582,08",,https://www.buscape.com.br/modem-e-roteador/modem-4g-wi-fi-md-4000,
Repetidor De Sinal Celular 3G 2100Mhz Desbloqueado Aquário,"R$ 1.044,41",,https://www.buscape.com.br/modem-e-roteador/repetidor-de-sinal-celular-3g-2100mhz-desbloqueado-aquario,
Kit Roteador Mesh Twibi Giga+ Intelbras,"R$ 986,37",,https://www.buscape.com.br/modem-e-roteador/kit-roteador-mesh-twibi-giga-intelbras,
Repetidor Wifi Roteador Wireless 4 Antenas Pix-link,"R$ 185,40",,https://www.buscape.com.br/modem-e-roteador/repetidor-wifi-roteador-wireless-4-antenas-pix-link,
Suporte Parede Inteligente Ajustável Para Roteador Modem,"R$ 49,89",,https://www.buscape.com.br/modem-e-roteador/suporte-parede-inteligente-ajustavel-para-roteador-modem,
Roteador Netgear Nighthawk Ax11000 Tri-Band Wifi 6 Router,"R$ 16.399,13",,https://www.buscape.com.br/modem-e-roteador/roteador-netgear-nighthawk-ax11000-tri-band-wifi-6-router,
Roteador WirelessTP-Link Deco M4 AC1200 1200MBPS 2pç - ,"R$ 1.107,54",,https://www.buscape.com.br/modem-e-roteador/roteador-wirelesstp-link-deco-m4-ac1200-1200mbps-2pc,
Roteador Banda Multi-Wan Larga Load Balance Tp-Link,"R$ 474,64",,https://www.buscape.com.br/modem-e-roteador/roteador-banda-multi-wan-larga-load-balance-tp-link,
Roteador Tp-Link Archer C21 Ac750 Fast 4Xlan 1Xwan 4Xantenas Multimodo - Archer C21,"R$ 148,01",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-archer-c21-ac750-fast-4xlan-1xwan-4xantenas-multimodo-archer-c21,
Roteador Intelbras Mesh Wireless Ac 1200 Mbps Twibi Giga + (1 Unidade),"R$ 457,00",,https://www.buscape.com.br/modem-e-roteador/roteador-intelbras-mesh-wireless-ac-1200-mbps-twibi-giga-1-unidade,
Roteador Linksys AC1000 Dual-Band Wi-Fi 5 Router-E5350,"R$ 905,11",,https://www.buscape.com.br/modem-e-roteador/roteador-linksys-ac1000-dual-band-wi-fi-5-router-e5350,
"Roteador Wireless TP-Link Archer AC1200 C50, Dual Band","R$ 244,97",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-tp-link-archer-ac1200-c50-dual-band,
KP-3005,"R$ 63,99",,https://www.buscape.com.br/modem-e-roteador/repetidor-54-mbps-kp-3005-knup,Knup
Roteador Multilaser 300Mbps Wireless - Re163,"R$ 162,90",,https://www.buscape.com.br/modem-e-roteador/roteador-multilaser-300mbps-wireless-re163,
Repetidor sem fio wifi Signal Extender 300Mbps wps One-Click Encryption,"R$ 105,09",,https://www.buscape.com.br/modem-e-roteador/repetidor-sem-fio-wifi-signal-extender-300mbps-wps-one-click-encryption,
Optical Packet Access Protocols for WDM Networks,"R$ 1.188,45",,https://www.buscape.com.br/modem-e-roteador/optical-packet-access-protocols-for-wdm-networks,
"Roteador Dual Band 750Mbps, 3 Antenas, Archer C20 - TP-Link","R$ 204,59",,https://www.buscape.com.br/modem-e-roteador/roteador-dual-band-750mbps-3-antenas-archer-c20-tp-link,
Wir. Roteador Tp-Link Ec220-G5 Ac1200 3Lan/1Wan Dual Band - 4 Antenas Fixaswir.,"R$ 431,39",,https://www.buscape.com.br/modem-e-roteador/wir-roteador-tp-link-ec220-g5-ac1200-3lan-1wan-dual-band-4-antenas-fixaswir,
"Roteador, repetidor e amplificador de sinal wifi de 300 mbs, antena sem fio 2.4 ghz, ponto de acesso","R$ 59,18",,https://www.buscape.com.br/modem-e-roteador/roteador-repetidor-e-amplificador-de-sinal-wifi-de-300-mbs-antena-sem-fio-2-4-ghz-ponto-de-acesso,
Broadband Access Networks,"R$ 1.234,01",,https://www.buscape.com.br/modem-e-roteador/broadband-access-networks,
Roteador TP-LINK 3G/4G Porta USB TL-MR3420,"R$ 419,19",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-3g-4g-porta-usb-tl-mr3420,
"Roteador Wi-Fi 6 Gigabit Ax5400 Dual Band 2,4/5Ghz Archer Ax73(Us)","R$ 1.227,45",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-6-gigabit-ax5400-dual-band-2-4-5ghz-archer-ax73-us,
Roteador TP-Link com Balanceamento de 10/100Mbps - TL-R470T+,"R$ 429,00",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-com-balanceamento-de-10-100mbps-tl-r470t,
WHW0101P,"R$ 1.499,00",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-dual-band-linksys-whw0101p,Linksys
Roteador WI-FI MESH com 3 Gigabit Dual BAND MW6  Tenda,"R$ 1.387,84",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-mesh-com-3-gigabit-dual-band-mw6-tenda,
Ac1200 Dual Band Poe Tew-821Dap,"R$ 979,99",,https://www.buscape.com.br/modem-e-roteador/access-point-trendnet-ac1200-dual-band-poe-tew-821dap,Trendnet
Repetidor Roteador Wi Fi Sinal 900m Repeater,"R$ 120,00",,https://www.buscape.com.br/modem-e-roteador/repetidor-roteador-wi-fi-sinal-900m-repeater,
Repetidor Mw300re Mercusys,"R$ 177,97",,https://www.buscape.com.br/modem-e-roteador/repetidor-mw300re-mercusys,
Roteador Linksys Velop Ac2200 Tri-Band Mesh Wi-Fi System,"R$ 6.082,46",,https://www.buscape.com.br/modem-e-roteador/roteador-linksys-velop-ac2200-tri-band-mesh-wi-fi-system,
Repetidor e Amplificador de Sinal 4G Aquário 2600mhz 60db,"R$ 1.313,91",,https://www.buscape.com.br/modem-e-roteador/repetidor-e-amplificador-de-sinal-4g-aquario-2600mhz-60db,
Repetidor De Sinal Wirelles Kp-3005 Knup,"R$ 76,12",,https://www.buscape.com.br/modem-e-roteador/repetidor-de-sinal-wirelles-kp-3005-knup,
Modem G103 Tenda Bridge Onu Gpon Anatel Original ,"R$ 198,75",,https://www.buscape.com.br/modem-e-roteador/modem-g103-tenda-bridge-onu-gpon-anatel-original,
"Linkys Velop Mesh Router Wall Mount (Suporte de nó para velop whole home mesh WiFi System, Router Holder, Router Bracket) Encaixa ac dual-band/tri-band velop models","R$ 326,72",,https://www.buscape.com.br/modem-e-roteador/linkys-velop-mesh-router-wall-mount-suporte-de-no-para-velop-whole-home-mesh-wifi-system-router-holder-router-bracket-encaixa-ac-dual-band-tri-band-velop-models,
Roteador Tp-link Wireless Dual Band 2.4/5ghz Ac750 4 Antenas Archer - C21,"R$ 208,47",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-wireless-dual-band-2-4-5ghz-ac750-4-antenas-archer-c21,
Roteador Externo Elsys Com Antena Pentaband Link 4G Amplimax  - Elsys,"R$ 854,90",,https://www.buscape.com.br/modem-e-roteador/roteador-externo-elsys-com-antena-pentaband-link-4g-amplimax-elsys,
"Repetidor Dlink Dap1325 Wireless 300 Mpbs 2,4 Ghz","R$ 158,10",,https://www.buscape.com.br/modem-e-roteador/repetidor-dlink-dap1325-wireless-300-mpbs-2-4-ghz,
Roteador 4 Antenas 300mbps Wireless Pix-link High Performance Lv-wr08,"R$ 180,49",,https://www.buscape.com.br/modem-e-roteador/roteador-4-antenas-300mbps-wireless-pix-link-high-performance-lv-wr08,
Roteador mercusys ac10 ac1200mbps dual band - mcs0026,"R$ 212,12",,https://www.buscape.com.br/modem-e-roteador/roteador-mercusys-ac10-ac1200mbps-dual-band-mcs0026,
Roteador Tenda MW6 Wi-Fi Mesh Kit com 2,"R$ 955,83",,https://www.buscape.com.br/modem-e-roteador/roteador-tenda-mw6-wi-fi-mesh-kit-com-2,
"Roteador Wireless Db 2,4/5ghz Mu-mimo W5-1200f Com Preset","R$ 202,64",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-db-2-4-5ghz-mu-mimo-w5-1200f-com-preset,
Repetidor TP-Link RE200 ,"R$ 355,00",,https://www.buscape.com.br/modem-e-roteador/repetidor-tp-link-re200,
Roteador Nest Wifi Smart Mesh pack com 6,"R$ 13.602,00",,https://www.buscape.com.br/modem-e-roteador/roteador-nest-wifi-smart-mesh-pack-com-6,
Roteador Wifi Mesh Giga Tenda Mw6 C/3,"R$ 1.684,55",,https://www.buscape.com.br/modem-e-roteador/roteador-wifi-mesh-giga-tenda-mw6-c-3,
Roteador Wireless Dual Band Ac1200 Archer C50w,"R$ 258,03",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-dual-band-ac1200-archer-c50w,
Roteador Wi Fi Intelbras Ate 200 Mega Internet Potente,"R$ 489,99",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-intelbras-ate-200-mega-internet-potente,
"Roteador Mercusys Wireless Gigabit Dual Band AC1900, 1900 Mbps, 6 Antenas - MR50G","R$ 263,19",,https://www.buscape.com.br/modem-e-roteador/roteador-mercusys-wireless-gigabit-dual-band-ac1900-1900-mbps-6-antenas-mr50g,
Roteador Linksys AC1750 Dual-Band WiFi 5 Router EA7300,"R$ 3.276,11",,https://www.buscape.com.br/modem-e-roteador/roteador-linksys-ac1750-dual-band-wifi-5-router-ea7300,
Qr91f 4G Wireless Router Wireless USB máquinas Router interface sem fio,"R$ 136,56",,https://www.buscape.com.br/modem-e-roteador/qr91f-4g-wireless-router-wireless-usb-maquinas-router-interface-sem-fio,
Roteador Wireless Ac 1200mbps Dir-822+ Dual Band D-link,"R$ 222,46",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-ac-1200mbps-dir-822-dual-band-d-link,
Roteador NETGEAR AC1200 Dual-Band Wi-Fi Access Point-WAC510PA100NAS,"R$ 2.824,48",,https://www.buscape.com.br/modem-e-roteador/roteador-netgear-ac1200-dual-band-wi-fi-access-point-wac510pa100nas,
Repetidor De Wifi Wireless  Ideal Para Expandir o Sinal Wifi,"R$ 60,06",,https://www.buscape.com.br/modem-e-roteador/repetidor-de-wifi-wireless-ideal-para-expandir-o-sinal-wifi,
Roteador Wireless Tp-Link Archer C20,"R$ 243,46",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-tp-link-archer-c20,
Roteador Wireless Intelbras RF 301K,"R$ 108,81",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-intelbras-rf-301k,
Roteador Portatil Tp-Link Tl-Mr3020 3G/4G 3.75G Wireless N,"R$ 212,52",,https://www.buscape.com.br/modem-e-roteador/roteador-portatil-tp-link-tl-mr3020-3g-4g-3-75g-wireless-n,
ROTEADOR WI-FI DUAL BAND AC1200 ARCHER C54,"R$ 242,35",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-dual-band-ac1200-archer-c54,
"Roteador Mercusys AC1900 Gigabit Wireless Dual Band 2,4/5GHz 6 Ant Fixas MR50G","R$ 256,00",,https://www.buscape.com.br/modem-e-roteador/roteador-mercusys-ac1900-gigabit-wireless-dual-band-2-4-5ghz-6-ant-fixas-mr50g,
Repetidor de Tomada D-Link Dual Band AC750 Mbps 2.4 GHz e 5.0 Ghz- DAP-1530,"R$ 238,93",,https://www.buscape.com.br/modem-e-roteador/repetidor-de-tomada-d-link-dual-band-ac750-mbps-2-4-ghz-e-5-0-ghz-dap-1530,
Wifi Repeater N - Repetidor 300mbps Wireless,"R$ 65,00",,https://www.buscape.com.br/modem-e-roteador/wifi-repeater-n-repetidor-300mbps-wireless,
ROTEADOR EXTERNO 4G C/ VOZ AMPLIMAX EPRL12  ELSYS,"R$ 681,15",,https://www.buscape.com.br/modem-e-roteador/roteador-externo-4g-c-voz-amplimax-eprl12-elsys,
3g 4g Huawei lte Modem Roteador High Gain TS9 Connettore wiht fita impermevel,"R$ 64,87",,https://www.buscape.com.br/modem-e-roteador/3g-4g-huawei-lte-modem-roteador-high-gain-ts9-connettore-wiht-fita-impermevel,
Roteador Wi-fi Alta Potência 4 Antenas 5dbi Dual Band 5g 2g,"R$ 325,00",,https://www.buscape.com.br/modem-e-roteador/roteador-wi-fi-alta-potencia-4-antenas-5dbi-dual-band-5g-2g,
Roteador/Access Point De Teto De Longo Alcance - Ap 360,"R$ 477,10",,https://www.buscape.com.br/modem-e-roteador/roteador-access-point-de-teto-de-longo-alcance-ap-360,
Modem Roteador Entrada Chip 4g Vivo Claro Tim Wifi Intelbras,"R$ 1.225,70",,https://www.buscape.com.br/modem-e-roteador/modem-roteador-entrada-chip-4g-vivo-claro-tim-wifi-intelbras,
Roteador TP-LINK Archer AX10 AX1500 Wi-fi 6 ATÉ 1.5Gbps 4 Antenas,"R$ 499,99",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-archer-ax10-ax1500-wi-fi-6-ate-1-5gbps-4-antenas,
Roteador Tp-Link Tl-Wr949N 450Mb 3 Antenas 5Dbi,"R$ 129,00",,https://www.buscape.com.br/modem-e-roteador/roteador-tp-link-tl-wr949n-450mb-3-antenas-5dbi,
Roteador Wireless Dual Band Ac 1200Mbps W5 - 1200F,"R$ 167,09",,https://www.buscape.com.br/modem-e-roteador/roteador-wireless-dual-band-ac-1200mbps-w5-1200f,
