model,price,reviews,sells,url,vendor
LV-WR09,109.99,(5358),4,https://produto.mercadolivre.com.br/MLB-2134981913-repetidor-wifi-mini-roteador-wireless-4-antenas-amplificador-_JM,Pix-Link
Deco,379,(648),45,https://produto.mercadolivre.com.br/MLB-2013075531-tp-link-deco-m4-wi-fi-mesh-2450ghz-novo-sem-caixa-nf-_JM,TP-Link
TL-WA850RE,180.92,(8811),91,https://produto.mercadolivre.com.br/MLB-1353400472-repetidor-sinal-wireless-300mbps-tp-link-tl-wa850re-tomada-_JM,TP-Link
TL-WR829N,140.51,(4),24,https://produto.mercadolivre.com.br/MLB-1638777715-roteador-wireless-300mbps-tp-link-2-antenas-wifi-4-em-1-60-_JM,TP-Link
Omada EAP,1093,(30),1,https://produto.mercadolivre.com.br/MLB-1694493273-access-point-wireless-gigabit-ac1750-poe-eap245-omada-tp-lin-_JM,TP-Link
TL-WR840N,147.55,(2505),1,https://produto.mercadolivre.com.br/MLB-1145096995-roteador-wireless-tp-link-tl-wr840n-300mbps-2-antenas-fixas-_JM,TP-Link
MW6,706.90,(14),3,https://produto.mercadolivre.com.br/MLB-2601931505-roteador-mesh-tenda-mw6-1200mbps-dual-band-com-2-unidades-_JM,Tenda
Micro SD WD Purple,148.72,(1093),7,https://produto.mercadolivre.com.br/MLB-1811673203-roteador-wireless-24-ghz-300-mbps-rf-301-k-intelbras-_JM,Intelbras
Archer,1079,(185),1,https://produto.mercadolivre.com.br/MLB-1711620708-roteador-wireless-ax3000-wifi-6-tp-link-archer-ax50-gigabit-_JM,TP-Link
RE505X,879.01,(30),2,https://produto.mercadolivre.com.br/MLB-1896816757-repetidor-de-sinal-tp-link-re505x-ax1500-wi-fi-6-onemesh-_JM,TP-Link
Roteador,587.70,(26),411,https://produto.mercadolivre.com.br/MLB-898648181-dwr922-d-link-modem-roteador-wifi-3g-4g-antena-externa-rural-_JM,D-Link
W5-1200F,207.90,(175),7,https://produto.mercadolivre.com.br/MLB-2138573955-roteador-wireless-wi-force-intelbras-w5-1200f-_JM,Intelbras
INTELBRAS,1323.56,(7),1,https://produto.mercadolivre.com.br/MLB-1719890888-roteador-wireless-ap1750-ac-1750mbps-intelbras-bivolt-_JM,Intelbras
Repetidor,167.99,(4),114,https://produto.mercadolivre.com.br/MLB-701984295-amplificador-de-sinal-wifi-rede-sem-fio-frete-gratis-todo-br-_JM,Wei Tus
Mi,222.37,(39),5,https://produto.mercadolivre.com.br/MLB-2725779991-repetidor-wifi-xiaomi-range-extender-mi-ra75-ac1200-mbps-_JM,Xiaomi
MR,174.63,(20),46,https://produto.mercadolivre.com.br/MLB-1767817195-mini-roteador-wi-fi-portatil-modem-3g4g-tp-link-tl-mr3020-_JM,TP-Link
W4-300F,149.90,(25),6,https://produto.mercadolivre.com.br/MLB-2073458193-roteador-wireless-wi-force-intelbras-w4-300f-_JM,Intelbras
TL-WR840N,148,(2505),23,https://produto.mercadolivre.com.br/MLB-1845867547-roteador-wireless-wi-fi-tp-link-wr840n-300mbps-2-antenas-_JM,TP-Link
UniFi,1650,(384),1,https://produto.mercadolivre.com.br/MLB-2792637660-ubnt-u6-lr-unifi-ap-ac-4x4-wifi6-245ghz-3gbps-longo-alcan-_JM,Ubiquiti
UniFi,950,(4),1,https://produto.mercadolivre.com.br/MLB-2792589655-ubnt-u6-lite-unifi-ap-ac-2x2-wifi-6-2450ghz-15gbps-_JM,Ubiquiti
AmpliFi,275.40,(244),225,https://produto.mercadolivre.com.br/MLB-751398166-roteador-wireless-ac1200-dual-band-router-d-link-_JM,D-Link
AP 360,639.90,(146),5,https://produto.mercadolivre.com.br/MLB-1334602095-access-point-corporativo-intelbras-ap360-sem-fio-wisefi-_JM,Intelbras
Deco,1150,(648),4,https://produto.mercadolivre.com.br/MLB-2040996339-roteador-wi-fi-mesh-tp-link-deco-m4-100v240v-3-unidades-_JM,TP-Link
Adaptador Powerline,248.90,(811),3,https://produto.mercadolivre.com.br/MLB-2060589698-tp-link-powerline-extender-300mbps-wifi-av600-tl-wpa4220-_JM,TP-Link
Archer,451.90,(543),4,https://produto.mercadolivre.com.br/MLB-1825833869-roteador-wireless-gigabit-ac-1900mbps-c80-dual-band-tp-link-_JM,TP-Link
UniFi,1498,(301),8,https://produto.mercadolivre.com.br/MLB-2698132574-access-point-ubiquiti-unifi-wireless-uap-ac-pro-porta-poe-_JM,Ubiquiti
Repetidor Wireless-N,59.11,(27),383,https://produto.mercadolivre.com.br/MLB-731789768-repetidor-amplificador-expansor-sinal-wifi-roteador-300mbps-_JM,Importado
EXO,459,(69),1,https://produto.mercadolivre.com.br/MLB-2816729395-sistema-wi-fi-mesh-roteador-d-link-exo-dir-3040-100v240v-_JM,D-Link
Deco,846.94,(21),6,https://produto.mercadolivre.com.br/MLB-1639858191-roteador-wireless-deco-m4-ac1200-tp-link-2-uni-decom4-_JM,TP-Link
ACtion,189.90,(1501),5,https://produto.mercadolivre.com.br/MLB-2086921846-roteador-intelbras-wireless-1200mbps-preto-rf1200-_JM,Intelbras
Mi,99.99,(1074),3,https://produto.mercadolivre.com.br/MLB-2682859702-repetidor-sinal-wi-fi-xiaomi-mi-ran-extender-pro-r03-bi-volt-_JM,Xiaomi
LV-WR09,122.50,(423),1,https://produto.mercadolivre.com.br/MLB-1949837818-repetidor-amplificador-wifi-wireless-4-antenas-300mb-24ghz-_JM,Pix-Link
TL-WR840N,159.90,(2505),4,https://produto.mercadolivre.com.br/MLB-1002891427-roteador-tp-link-tl-wr-840n-wifi-2-antenas-wireless-300mbps-_JM,TP-Link
1200mbps,106,(9),158,https://produto.mercadolivre.com.br/MLB-1591910815-repetidor-sinal-roteador-wi-fi-wireless-1200mbps-2-antenas-_JM,Wireless N
Deco,819,(58),1,https://produto.mercadolivre.com.br/MLB-2691820279-access-point-roteador-sistema-wi-fi-mesh-tp-link-deco-x20-_JM,TP-Link
ACtion,347.90,(2204),1,https://produto.mercadolivre.com.br/MLB-2052759357-rg-1200-roteador-wi-fi-5-dual-band-com-portas-giga-intelbras-_JM,Intelbras
Adaptador powerline,259.80,(811),9,https://produto.mercadolivre.com.br/MLB-1298626528-tl-wpa4220-tp-link-powerline-extender-300mbps-wifi-av600-_JM,TP-Link
3G,669,(7),102,https://produto.mercadolivre.com.br/MLB-1963870444-kit-internet-rural-4g-3g-aquario-roteador-wifi-cabo-10m-_JM,Aquário
RE160V,112.95,(324),1,https://produto.mercadolivre.com.br/MLB-1869027625-roteador-multilaser-re160v-wireless-2-antenas-branco-bi-volt-_JM,Multilaser
Twibi Fast,253.97,(339),3,https://produto.mercadolivre.com.br/MLB-2772611230-modulo-roteador-mesh-twibi-fast-intelbras-bivolt-branco-_JM,Intelbras
Wireless N,190,(211),1673,https://www.mercadolivre.com.br/roteador-d-link-wireless-n-dir-815-preto/p/MLB7911372?pdp_filters=category:MLB5867,D-Link
MW3,467.90,(164),3,https://produto.mercadolivre.com.br/MLB-1351601484-roteador-mesh-mw3-kit-com-2-pecas-tenda-_JM,Tenda
Repitidor 4 Antenas,84.99,(5358),4,https://produto.mercadolivre.com.br/MLB-2730985427-repetidor-de-sinal-wifi-amplificador-sinal-internet-wireless-_JM,Pix-Link
RE018,172.90,(448),1,https://produto.mercadolivre.com.br/MLB-2221411046-roteador-multilaser-wifi-300mpbs-4-antenas-re018m-_JM,Multilaser
WIFI Repetidor,62,(34),868,https://produto.mercadolivre.com.br/MLB-1421573337-roteador-repetidor-wireless-n-sinal-wifi-repeater-300mbps-_JM,Luuk Young
Archer,303,(2417),10,https://produto.mercadolivre.com.br/MLB-1955973273-roteador-tp-link-archer-c6-wireless-gigabit-mu-mimo-ac1200-_JM,TP-Link
Archer,519.25,(11),1,https://produto.mercadolivre.com.br/MLB-2058575528-roteador-wireles-tp-link-ax1500-gigabit-4-antenas-arche-ax10-_JM,TP-Link
TL-MR3020,228,(149),108,https://produto.mercadolivre.com.br/MLB-1183684212-mini-roteador-wi-fi-portatil-3g4g-tp-link-tl-mr3020-300mbps-_JM,TP-Link
Archer,309.90,(2417),3,https://produto.mercadolivre.com.br/MLB-2709673469-roteador-tp-link-archer-c6-wireless-gigabit-mu-mimo-ac1200-_JM,TP-Link
MF25,284.99,(48),15,https://produto.mercadolivre.com.br/MLB-1515455529-modem-roteador-wif-3g-zte-mf25b-desbloq-homologado-anatel-_JM,ZTE
WS5800,948,(44),12,https://produto.mercadolivre.com.br/MLB-2178771670-roteador-huawei-ws5800-ac2200-wi-fi-mesh-triband-kit-com-2-_JM,Huawei
Duas Antenas,97.76,(6),70,https://produto.mercadolivre.com.br/MLB-1626063008-repetidor-sinal-wifi-duas-antenas-1200m-24-ghz-prontentrega-_JM,New
Deco,39.90,(8),305,https://produto.mercadolivre.com.br/MLB-1789949042-kit-3-suportes-de-parede-para-roteador-tplink-deco-m5-branco-_JM,TP-Link
MW3,900,(19),1,https://produto.mercadolivre.com.br/MLB-1948467028-roteador-wireless-mesh-ac-1200-enterprise-ew9ep9-x-2-tenda-_JM,Tenda
TL-WA850RE,182.50,(8811),11,https://produto.mercadolivre.com.br/MLB-1480771994-repetidor-wifi-wireless-tp-link-300mbps-tl-wa850re-24-ghz-_JM,TP-Link
C54,289,(44),3,https://produto.mercadolivre.com.br/MLB-1991109960-roteador-tp-link-archer-c54-ac1200-wireless-dual-band-24-5g-_JM,TP-Link
MW300RE,149.89,(192),1,https://produto.mercadolivre.com.br/MLB-1827182611-repetidor-wireless-mercusys-mw300re-300mbps-3-antenas-_JM,Mercusys
Repetidor Roteador WiFi repetidor de sinal repetidor wifi multiplicador de sinal repetidor wifi repetidor de internet multiplicador de sinal repetidor 4 antenas,128.90,(423),94,https://produto.mercadolivre.com.br/MLB-1811706727-repetidor-roteador-4-antenas-amplificador-de-sinal-500mbps-_JM,Pix-Link
Kit Twibi Giga+,789,(412),7,https://produto.mercadolivre.com.br/MLB-1964354217-kit-2-roteador-wi-fi-intelbras-mesh-ac1200-mbps-twibi-giga-_JM,Intelbras
COVR-1103,748,(30),3,https://produto.mercadolivre.com.br/MLB-2787233874-sistema-wi-fi-mesh-d-link-covr-1103-branco-100v240v-3-unid-_JM,D-Link
Archer,2889,(27),2,https://produto.mercadolivre.com.br/MLB-1081361900-roteador-tp-link-archer-c5400-ac5400-tri-band-gigabit-v20-_JM,TP-Link
LV-WR09,129.99,(5358),4,https://produto.mercadolivre.com.br/MLB-1712427470-repetidor-wifi-4-antenas-amplificar-o-sinal-2800m-pixlink-_JM,Pix-Link
TL-WR840N,138,(2505),38,https://produto.mercadolivre.com.br/MLB-1845867239-roteador-wifi-tp-link-wr840n-300mbps-c-funco-repetidor-_JM,TP-Link
LV-WR09,166.30,(423),4,https://produto.mercadolivre.com.br/MLB-1766541176-repetidor-wifi-4-antenas-amplificador-de-sinal-2800m-pixlink-_JM,Pix-Link
Archer,306.15,(3443),2,https://produto.mercadolivre.com.br/MLB-2650934516-roteador-tp-link-wifi-dual-band-ac1350-archer-c60-5-antenas-_JM,TP-Link
RF 301K,123.49,(1093),3,https://produto.mercadolivre.com.br/MLB-1971607085-roteador-intelbras-wireless-rf301k-300mbps-2-antenas-_JM,Intelbras
LV-WR09,119,(423),72,https://produto.mercadolivre.com.br/MLB-1726037302-repetidor-wi-fi-wireless-2800-mts-4-antenas--_JM,Pix-Link
TL-WR840N,128.24,(2505),6,https://produto.mercadolivre.com.br/MLB-1929157949-roteador-tp-link-2-antenas-wireless-300mbps-tl-wr840n-w-_JM,TP-Link
Archer,251.90,(6703),297,https://produto.mercadolivre.com.br/MLB-1725076121-roteador-wireless-tp-link-archer-c60-ac1350-867mbps-_JM,TP-Link
RF 301K,113.99,(1093),8,https://produto.mercadolivre.com.br/MLB-1971597251-roteador-intelbras-wireless-rf301k-300mbps-5-anos-garantia-_JM,Intelbras
Deco,469,(1235),4,https://produto.mercadolivre.com.br/MLB-2220237844-roteador-tp-link-deco-m5-1-pack-wifi-systen-bivolt-branco-_JM,TP-Link
Deco,869,(58),1,https://produto.mercadolivre.com.br/MLB-2683484723-access-point-roteador-sistema-wi-fi-mesh-tp-link-deco-x20-_JM,TP-Link
AC10,299,(252),2,https://produto.mercadolivre.com.br/MLB-2709580596-roteador-wireless-mu-mimo-ac1200-gigabit-dual-band-wifi-ac10-_JM,Tenda
TL-MR3020,203.90,(149),1,https://produto.mercadolivre.com.br/MLB-2060596153-mini-roteador-3g-4g-wireless-portatil-tp-link-tl-mr3020-wifi-_JM,TP-Link
Kit Twibi Giga,819.35,(620),7,https://produto.mercadolivre.com.br/MLB-1425848735-conjunto-roteador-wireless-mesh-twibi-giga-intelbras-4750069-_JM,Intelbras
DRA-1360,277.19,(9),6,https://produto.mercadolivre.com.br/MLB-2684241957-repetidor-de-wifi-d-link-dra-1360-ultra-rapido-_JM,D-Link
B260A,449,(16),641,https://produto.mercadolivre.com.br/MLB-1149141911-modem-roteador-gateway-b260a-wifi-3g-chip-ant-externa-rural-_JM,Huawei
,1150,(21),5,https://produto.mercadolivre.com.br/MLB-2220341759-roteadortp-link-deco-m4-v1-branco-e-preto-100v240v-3-pack-_JM,
TL-WA855RE,224.90,(1816),14,https://produto.mercadolivre.com.br/MLB-1477790785-repetidor-extensor-wi-fi-2-ant-tp-link-tl-wa-855re-300mbps-_JM,TP-Link
WS5800,948,(44),2,https://produto.mercadolivre.com.br/MLB-2178766152-roteador-wifi-mesh-huawei-ws5800-triband-2200mbps-2-unidades-_JM,Huawei
Série 1000,319.35,(101),3,https://produto.mercadolivre.com.br/MLB-1924100615-roteador-wi-fi-dual-band-wan-giga-lan-fast-gf-1200-intelbras-_JM,Intelbras
Deco,1699,(1235),2,https://produto.mercadolivre.com.br/MLB-2607091954-roteador-sistema-wi-fi-mesh-tp-link-deco-m5-3unidades-_JM,TP-Link
UniFi AC,1049,(4),5,https://produto.mercadolivre.com.br/MLB-1511736593-ubiquiti-ponto-acesso-wireless-unifi-ac-lite-alcance-122m-_JM,Ubiquiti
RE450,503.70,(1152),4,https://produto.mercadolivre.com.br/MLB-2029060048-repetidor-expansor-tp-link-wi-fi-network-re450-1750mbps-_JM,TP-Link
RE200,223,(102),8,https://produto.mercadolivre.com.br/MLB-1807140588-repetidor-de-sinal-wi-fi-tplink-ac750-re200-lacrado-premium-_JM,TP-Link
TL-WA850RE,298.49,(8811),94,https://produto.mercadolivre.com.br/MLB-1251181376-repetidor-sinal-internet-wifi-extensor-replicador-wireless-_JM,TP-Link
Twibi Fast,258,(339),48,https://produto.mercadolivre.com.br/MLB-1875786432-roteador-sistema-wi-fi-mesh-intelbras-twibi-fast-bivolt-_JM,Intelbras
300mbps,96.99,(10),56,https://produto.mercadolivre.com.br/MLB-1955039254-wifi-sinal-amplificador-300m-wireless-n-_JM,Repeater
TL-WA850RE,189,(8811),5,https://produto.mercadolivre.com.br/MLB-1879778935-repetidor-amplificador-sinal-300mbps-wireless-frete-gratis-_JM,TP-Link
WS5800,1424.25,(6),6,https://produto.mercadolivre.com.br/MLB-1874137662-sistema-mesh-roteador-wifi-huawei-quad-core-com-3-packs-_JM,Huawei
Mi,108.97,(1074),22,https://produto.mercadolivre.com.br/MLB-1772641844-repetidor-xiaomi-mi-pro-300m-preto-1-unidade-_JM,Xiaomi
TL-MR3020,199,(149),1,https://produto.mercadolivre.com.br/MLB-755653515-roteador-portatil-wireless-n-3g-375g-tl-mr3020-tp-link-_JM,TP-Link
Roteador,116.50,(786),2,https://produto.mercadolivre.com.br/MLB-2011830825-roteador-wi-fi-300mbps-mercusys-mw301r-c-rede-de-convidados-_JM,Mercusys
LV-WR08,98.90,(240),7,https://produto.mercadolivre.com.br/MLB-1690086308-roteador-pixlink-4-antenas-wifi-amplificador-de-sinal-2800m-_JM,Pix-Link
ACtion,300,(175),2,https://produto.mercadolivre.com.br/MLB-1727857212-roteador-wi-fi-intelbras-ac-dual-band-gf-1200-5ghz-1p-wan-_JM,Intelbras
RE305,316.20,(738),67,https://produto.mercadolivre.com.br/MLB-1892091628-repetidor-de-sinal-wi-fi-tp-link-re305-ac1200-com-2-antenas-_JM,TP-Link
LV-WR09,109.90,(5358),13,https://produto.mercadolivre.com.br/MLB-1935948741-amplificador-original-wifi-4-antenas-repetidor-sinal-2800m-_JM,Pix-Link
LV-WR09,99.34,(5358),190,https://produto.mercadolivre.com.br/MLB-1621549774-repetidor-wifi-4-antenas-amplificador-de-sinal-2800m-pixlink-_JM,Pix-Link
TL-WPA4220,579,(811),2,https://produto.mercadolivre.com.br/MLB-2725305141-extensor-wi-fi-power-line-tp-link-tl-wpa4220-t-kit-pack-3un-_JM,TP-Link
Deco,838.95,(21),1,https://produto.mercadolivre.com.br/MLB-1639867010-roteador-wireless-deco-m4-ac1200-tp-link-2-uni-decom4-_JM,TP-Link
Archer,679.21,(176),1,https://produto.mercadolivre.com.br/MLB-1648155456-roteador-tp-link-archer-ax10-ax1500-wi-fi-6-55ghz-120m-_JM,TP-Link
Deco,1399,(108),1,https://produto.mercadolivre.com.br/MLB-2787075504-roteador-mesh-wi-fi-tp-link-deco-m5-100v240v-3-unidades-_JM,TP-Link
Deco,400,(648),1,https://produto.mercadolivre.com.br/MLB-2678666111-roteador-sistema-wi-fi-mesh-tp-link-deco-m4-100v240v-_JM,TP-Link
DWR-922B,667.45,(122),92,https://produto.mercadolivre.com.br/MLB-831871506-roteador-wifi-dwr-922b-3g-4g-para-chip-e-antena-rural-_JM,D-Link
Twibi Fast,219.90,(214),1,https://produto.mercadolivre.com.br/MLB-2670298498-roteador-wi-fi-sistema-twibi-fast-intelbras-_JM,Intelbras
Space,367,(17),5,https://produto.mercadolivre.com.br/MLB-2060984609-roteador-zte-wifi-mesh-ac1200-gigabit-4-antenas-smart-band-_JM,ZTE
RE018,94.90,(521),7,https://produto.mercadolivre.com.br/MLB-2636191006-roteador-24ghz-5ghz-wireless-1200mbps-4-antenas-mostruario-_JM,Multilaser
AC10,247,(252),4,https://produto.mercadolivre.com.br/MLB-2709574134-roteador-wireless-mu-mimo-ac1200-gigabit-dual-band-wifi-ac10-_JM,Tenda
300mbps,58.99,(51),1804,https://produto.mercadolivre.com.br/MLB-1815292467-roteador-repetidor-wireless-n-sinal-wifi-repeater-300mbps-_JM,Import
TL-WA855RE,147,(1816),1,https://produto.mercadolivre.com.br/MLB-2767773470-repetidor-de-sinal-wi-fi-wireless-n-300mb-tl-wa855re-tp-link-_JM,TP-Link
TL-WA850RE,198.70,(8811),1,https://produto.mercadolivre.com.br/MLB-2730903473-repetidor-de-sinal-wireless-wi-fi-300mbps-tp-link-ti-wa850re-_JM,TP-Link
TL-WPA4220KIT,595.57,(16),1,https://produto.mercadolivre.com.br/MLB-1755773795-tp-link-extensor-wifi-300mbps-powerline-av600-tl-wpa4220kit-_JM,TP-Link
Kit Twibi Fast,559.61,(377),1,https://produto.mercadolivre.com.br/MLB-2185540771-kit-2-roteador-wi-fi-mesh-intelbras-twibi-fast-branco-bivolt-_JM,Intelbras
TL-WPA4220,597,(811),2,https://produto.mercadolivre.com.br/MLB-2733889212-extensor-wi-fi-power-line-tp-link-tl-wpa4220-t-kit-pack-3uni-_JM,TP-Link
Archer,302,(2417),3,https://produto.mercadolivre.com.br/MLB-1975740896-roteador-tp-link-archer-c6-ac1200-wireless-gigabite-dual-nf-_JM,TP-Link
DWR922B,562.92,(122),72,https://produto.mercadolivre.com.br/MLB-1199978958-roteador-modem-dwr-922b-3g-4g-para-uso-com-chip-antena-rural-_JM,D-Link
WifiRepeater,50.16,(67),1332,https://produto.mercadolivre.com.br/MLB-726479915-repetidor-de-sinal-expansor-wifi-wi-fi-wireless-roteador-t25-_JM,WifiRepeater
Deco,659.99,(21),2,https://produto.mercadolivre.com.br/MLB-2737299287-access-point-roteador-wi-fi-mesh-tp-link-deco-m4-2-unidades-_JM,TP-Link
LV-WR09,118.90,(5358),14,https://produto.mercadolivre.com.br/MLB-2632798484-repetidor-wifi-4-antenas-amplificador-alta-velocidade-_JM,PIX LINK
WS5800,834.24,(44),2,https://produto.mercadolivre.com.br/MLB-2630415676-roteador-mesh-wi-fi-huawei-ws5800-ac2200-triband-2-pecas-_JM,Huawei
TL-WA850RE,167,(4936),1,https://produto.mercadolivre.com.br/MLB-1976939932-repetidor-tp-link-tl-wa850re-300mbps-wi-fi-wireless-_JM,TP-Link
LV-WR09,109.90,(5358),7,https://produto.mercadolivre.com.br/MLB-1935937170-amplificador-sinal-2800m-original-repetidor-wifi-4-antenas-_JM,Pix-Link
Kit Twibi Giga+,1025.90,(412),3,https://produto.mercadolivre.com.br/MLB-1988961295-conjunto-roteador-wi-fi-5-mesh-ac-1200-twibi-giga-intelbras-_JM,Intelbras
LV-WR09,119,(5358),34,https://produto.mercadolivre.com.br/MLB-1323163728-repetidor-amplificador-de-sinal-wifi-4-antenas-pix-link-novo-_JM,Pix-Link
3300m,219,(56),697,https://produto.mercadolivre.com.br/MLB-695933144-repetidor-3300m-antena-expansor-wifi-wireless-amplificador-_JM,UNIVERSAL5
RE305,378,(738),1,https://produto.mercadolivre.com.br/MLB-2707214546-repetidor-de-sinal-rede-wi-fi-ac1200-dual-band-tp-link-re305-_JM,TP-Link
LV-WR09,109.90,(5358),48,https://produto.mercadolivre.com.br/MLB-1935945781-amplificador-sinal-2800m-original-repetidor-wifi-4-antenas-_JM,Pix-Link
Kit Twibi Fast,489,(377),1,https://produto.mercadolivre.com.br/MLB-2018708658-roteadormesh-intelbras-kit-twibi-fast-110v220v-2-unidades-_JM,Intelbras
Mi,109.12,(1074),22,https://produto.mercadolivre.com.br/MLB-1918247752-repetidor-xiaomi-mi-pro-300m-preto-100v240v-_JM,Xiaomi
TL-WA850RE,168.27,(8811),1288,https://produto.mercadolivre.com.br/MLB-1353393054-repetidor-sinal-wi-fi-300mbps-tplink-tl-wa850re-nota-fiscal-_JM,TP-Link
Wireless N150,189,(7),1,https://produto.mercadolivre.com.br/MLB-2722709773-extensor-wireless-n150-powerline-av-dhp-w220av-vitrine-_JM,D-Link
TL-WA850RE,144,(8811),2,https://produto.mercadolivre.com.br/MLB-2606781021-repetidor-wifi-tp-link-tl-wa850re-300mbps-24ghz-220v-_JM,TP-Link
RE305,319,(738),1,https://produto.mercadolivre.com.br/MLB-2760181218-extensor-wi-fi-repetidor-tp-link-re305-branco-ac1200-_JM,TP-Link
DIR-853,1480.30,(154),12,https://produto.mercadolivre.com.br/MLB-1755494752-roteador-wireless-d-link-ac1300-mu-mimo-4-antenas-dir-853-_JM,D-Link
RE505X,493,(30),4,https://produto.mercadolivre.com.br/MLB-1968675865-range-extender-tp-link-re505x-dual-band-ax1500-one-mesh-_JM,TP-Link
MW301R,98.25,(786),41,https://produto.mercadolivre.com.br/MLB-1550425971-roteador-wireless-300-mbps-2-antenas-mercusys-mw301r-nfe-_JM,Mercusys
m300,78.99,(4),26,https://produto.mercadolivre.com.br/MLB-2149122682-repetidor-sinal-receptor-transmissor-wifi-internet-oferta-nf-_JM,Luck
RF 301K,140.66,(1093),214,https://produto.mercadolivre.com.br/MLB-1714803990-roteador-wireless-24-ghz-300-mbps-rf-301-k-intelbras-_JM,Intelbras
TL-WA850RE,169.99,(8811),1,https://produto.mercadolivre.com.br/MLB-2200229675-repetidor-wi-fi-tp-link-tl-wa850re-bi-volt-_JM,TP-Link
Twibi Giga,543.08,(454),2,https://produto.mercadolivre.com.br/MLB-1744555732-roteador-sistema-wi-fi-mesh-intelbras-twibi-giga-branco-_JM,Intelbras
DR4 300M,51,(1390),21,https://produto.mercadolivre.com.br/MLB-1500950639-repetidor-de-sinal-wifi-expansor-wireless-300m-internet-_JM,DHJ
RE450,499.90,(1152),2,https://produto.mercadolivre.com.br/MLB-2730998095-repetidor-de-sinal-wifi-tp-link-re450-1750mbps-ac-dual-band-_JM,TP-Link
Deco,1648.97,(1235),9,https://produto.mercadolivre.com.br/MLB-2007389440-roteador-wi-fi-mesh-tp-link-deco-m5-3-unidades-bivolt-_JM,TP-Link
Deco,778.99,(648),27,https://produto.mercadolivre.com.br/MLB-1227564139-tp-link-deco-m42-pack-whole-home-mesh-wi-fi-ac1200-dual-ba-_JM,TP-Link
Deco,1098,(108),9,https://produto.mercadolivre.com.br/MLB-2199115899-roteador-tp-link-deco-m5-2-pack-ac1300-400mbps-_JM,TP-Link
Archer,498,(543),18,https://produto.mercadolivre.com.br/MLB-1850705962-roteador-wi-fi-tp-link-archer-c80-ac1900-mu-mimo-dual-band-_JM,TP-Link
Kit Twibi Giga+,1696.38,(412),1,https://produto.mercadolivre.com.br/MLB-2117627632-kit-roteador-sistema-wi-fi-mesh-intelbras-twibi-giga-com-4-_JM,Intelbras
Deco,2395.97,(58),7,https://produto.mercadolivre.com.br/MLB-2010334535-roteador-sistema-wi-fi-mesh-tp-link-deco-x20-3-un-v2-bivolt-_JM,TP-Link
Archer,241.04,(6703),34,https://produto.mercadolivre.com.br/MLB-1285571346-roteador-tp-link-wireless-dual-band-ac-1350-archer-c60-_JM,TP-Link
300mbps,67.52,(8),159,https://produto.mercadolivre.com.br/MLB-1157162445-repetidor-sinal-wi-fi-wifi-atacado-600mbps-wireless-repeater-_JM,Wireless-N
AC12,199.90,(191),2,https://produto.mercadolivre.com.br/MLB-2215680367-roteador-mercusys-wireless-dual-band-ac1200-867-mbps-4-ant-_JM,Mercusys
Archer,498,(6),2,https://produto.mercadolivre.com.br/MLB-1848357143-roteador-tp-link-wireless-archer-xr500v-dual-band-gpon-voip-_JM,TP-Link
Deco,1149.99,(71),4,https://produto.mercadolivre.com.br/MLB-2766728091-roteador-tp-link-wifi-6-ax3000-deco-x60-1-pack-onemesh-_JM,TP-Link
LV-WR09,118.89,(423),33,https://produto.mercadolivre.com.br/MLB-2112044870-repetidor-wifi-4-antenas-amplificador-sinal-2800m-pixlink-_JM,Pix-Link
ACtion,278.40,(1809),5,https://produto.mercadolivre.com.br/MLB-1812647717-roteador-wireless-smart-5dbi-300mbps-action-r1200-intelbras-_JM,Intelbras
AC11,499.99,(221),21,https://produto.mercadolivre.com.br/MLB-1170282871-roteador-tenda-ac11-gigabit-dual-band-oportunidade-na-caixa-_JM,Tenda
INTELBRAS,400.90,(312),1,https://produto.mercadolivre.com.br/MLB-1840464390-roteador-mesh-twibi-giga-intelbras-_JM,Intelbras
Kit Twibi Fast,456.22,(377),31,https://produto.mercadolivre.com.br/MLB-2009321857-roteador-wi-fi-mesh-intelbras-kit-twibi-fast-2-unidades-_JM,Intelbras
Twibi Giga,727.50,(5),94,https://produto.mercadolivre.com.br/MLB-1680932374-kit-2-roteadores-mesh-twibi-giga-intelbras-5-anos-garantia-_JM,Intelbras
4750071,486.90,(377),4,https://produto.mercadolivre.com.br/MLB-1521044931-kit-2-un-roteador-intelbras-twibi-fast-mesh-ac1200-branco-_JM,Intelbras
Twibi Fast,258.90,(339),1,https://produto.mercadolivre.com.br/MLB-1847790824-roteador-sistema-wi-fi-mesh-intelbras-twibi-fast-1-unidade-_JM,Intelbras
RE305,345,(8),17,https://produto.mercadolivre.com.br/MLB-2004880259-repetidor-tp-link-re305-branco-_JM,TP-Link
TL-WA850RE,158.40,(8811),22,https://produto.mercadolivre.com.br/MLB-917131183-repetidor-de-sinal-wireless-tp-link-tl-wa850re300mbps-_JM,TP-Link
Archer,485,(543),2,https://produto.mercadolivre.com.br/MLB-1841338364-roteador-wireless-tp-link-ac1900-archer-c80-mimo-dual-band-_JM,TP-Link
AC8,298,(43),1,https://produto.mercadolivre.com.br/MLB-2611460136-roteador-tenda-ac8-wireless-1200mbps-dual-band-ac-4-antenas-_JM,Tenda
nova MW6,871.90,(169),5,https://produto.mercadolivre.com.br/MLB-1352153348-roteador-mesh-mw6-gigabit-2-pecas-original-tenda-_JM,Tenda
