model,price,reviews,sells,url,vendor
WOM,390.90,(11),199,https://www.mercadolivre.com.br/access-point-outdoor-wmm-wds-bridge-roteador-intelbras-wom-5000-mimo-branco-100v240v/p/MLB19090164?pdp_filters=category:MLB5867,Intelbras
Conjunto Giga+,689,(218),46,https://produto.mercadolivre.com.br/MLB-2054675975-roteador-intelbras-twibi-giga-mesh-wifi-wirelless-2-unidade-_JM,Intelbras
Omada,248,(49),3,https://produto.mercadolivre.com.br/MLB-2625171737-access-point-corporativo-tp-link-eap-115-wireless-n-300-mbps-_JM,TP-Link
Roteador 3G/4G,209.90,(149),12,https://produto.mercadolivre.com.br/MLB-2150876739-mini-roteador-3g-4g-tp-link-tl-mr3020-wireless-portatil-_JM,TP-Link
AP 310,349.99,(122),2,https://produto.mercadolivre.com.br/MLB-2667017499-access-point-intelbras-ap-310-roteador-wifi-300mbps-24ghz-_JM,Intelbras
Twibi Fast,241.76,(339),57,https://produto.mercadolivre.com.br/MLB-1951506513-roteador-sistema-wi-fi-mesh-intelbras-twibi-fast-1-unidade-_JM,Intelbras
MW3,406,(164),2,https://produto.mercadolivre.com.br/MLB-2095720503-roteador-wi-fi-mesh-tenda-mw3-branco-110v220v-2-unidades-_JM,Tenda
TL-MR3420,200,(47),9,https://produto.mercadolivre.com.br/MLB-884049137-roteador-wireless-3g4g-300mbps-tp-link-tl-mr3420-_JM,TP-Link
Kit Twibi Giga,789,(620),13,https://produto.mercadolivre.com.br/MLB-1951501893-kit-2-un-roteador-intelbras-twibi-giga-mesh-ac1200-branco-_JM,Intelbras
Archer,248,(6703),12,https://produto.mercadolivre.com.br/MLB-1595271720-roteador-tp-link-archer-c60-ac1350-wireless-dual-band-branco-_JM,TP-Link
LV-WR09,132.68,(5358),10,https://produto.mercadolivre.com.br/MLB-2147060186-repetidor-pixlink-4-antenas-amplificador-de-sinal-2800m-wifi-_JM,Pix-Link
Mi,119,(1074),3,https://produto.mercadolivre.com.br/MLB-2169004295-repetidor-de-sinal-xiaomi-mi-wi-fi-300mbps-oferta-_JM,Xiaomi
Deco,689,(648),58,https://produto.mercadolivre.com.br/MLB-1912760412-access-point-roteador-sistema-wi-fi-mesh-tp-link-deco-m4-_JM,TP-Link
Deco,1477.35,(108),3,https://produto.mercadolivre.com.br/MLB-2607045178-roteador-tp-link-wireless-ac1300-cx-3-un-deco-m5-_JM,TP-Link
Deco E4,814.32,(161),2,https://produto.mercadolivre.com.br/MLB-2075820712-roteador-ac1200-mesh-deco-e4-2-pack-_JM,TP-Link
airCube,810,(4),1,https://produto.mercadolivre.com.br/MLB-2723852614-roteador-aircube-wifi-ac-dual-band-4-ge-acb-ac-router-_JM,Ubiquiti
TL-WR949N,209.23,(2462),2,https://produto.mercadolivre.com.br/MLB-2690628785-roteador-tp-link-wi-fi-3-antenas-450mbps-tl-wr949n-preto-_JM,TP-Link
Kit Twibi Giga+,899.50,(218),189,https://produto.mercadolivre.com.br/MLB-1825942968-kit-2-roteadores-wireless-mesh-dual-band-twibi-giga--_JM,Intelbras
RouterBOARD,243.39,(115),1026,https://produto.mercadolivre.com.br/MLB-1064855925-mikrotik-routerboard-rb-941-2nd-tc-l4-hap-lite--_JM,MikroTik
RT-AC59U,299,(105),31,https://produto.mercadolivre.com.br/MLB-1791142298-roteador-asus-rt-ac59u-ac1500-d-band-4-ant-wifi-mumimo-giga-_JM,Asus
Archer,299.99,(6703),1,https://produto.mercadolivre.com.br/MLB-2665055750-roteador-sinal-wifi-tp-link-archer-c60-bi-volt-5-antenas-_JM,TP-Link
Deco,1498.70,(1235),11,https://produto.mercadolivre.com.br/MLB-2015305748-roteador-tp-link-wireless-mesh-deco-m5-ac1300-1300mbps-3-un-_JM,TP-Link
LV-WR09,119.99,(5358),1,https://produto.mercadolivre.com.br/MLB-1712424438-repetidor-wifi-4-antenas-amplificador-de-sinal-2800m-pixlink-_JM,Pix-Link
EXO,489,(23),4,https://produto.mercadolivre.com.br/MLB-2185107445-roteador-sistema-wi-fi-mesh-d-link-exo-dir-3040-preto-_JM,D-Link
Deco,1049,(648),6,https://produto.mercadolivre.com.br/MLB-1544852252-roteador-mesh-tp-link-deco-m4-3-pack-ac1200-wifi-_JM,TP-Link
TL-WA850RE,179.99,(8811),19,https://produto.mercadolivre.com.br/MLB-1710429567-repetidor-de-sinal-wireless-wi-fi-tp-link-tl-wa850re-300mbps-_JM,TP-Link
Deco,598,(1235),42,https://produto.mercadolivre.com.br/MLB-1778270784-roteador-wi-fi-mesh-tp-link-deco-m5-gigabit-dual-band-ac1300-_JM,TP-Link
Mi,109.85,(1074),6,https://produto.mercadolivre.com.br/MLB-2633983449-repetidor-range-extender-xiaomi-mi-pro-r03-preto-100v240v-_JM,Xiaomi
Omada,199.90,(49),2,https://produto.mercadolivre.com.br/MLB-2039519958-ponto-de-acesso-wireless-tp-link-eap115-300mbps-_JM,TP-Link
WS5200,368,(185),8,https://produto.mercadolivre.com.br/MLB-2187789078-roteador-wifi-gigabit-huawei-ws5200-ac1300-dual-core-gigabit-_JM,Huawei
Deco,846,(58),1,https://produto.mercadolivre.com.br/MLB-2671471526-access-point-roteadorwi-fi-mesh-tp-link-deco-x20-branco-_JM,TP-Link
MF79S,366.95,(5),82,https://produto.mercadolivre.com.br/MLB-832033126-mini-roteador-wi-fi-3g4g-zte-mf79s-desbloqueado-_JM,ZTE
Repetidor Roteador WiFi Wireless Smartphones Tablets Smart TVs 100Mbps 300Mbps RJ-45 Bivolt repetidor de sinal repetidor wifi multiplicador de sinal repetidor wifi repetidor de internet multiplicador de sinal duplicador de sinal,69.80,(13),270,https://produto.mercadolivre.com.br/MLB-1426008693-repetidor-amplificador-melhora-sinal-wifi-300mbps-botao-wps-_JM,Repetidor WI-FI
Archer,265,(103),869,https://produto.mercadolivre.com.br/MLB-943966665-roteador-wireless-dual-band-ac-1350-archer-c60-tp-linknovo-_JM,TP-Link
AP 360,533,(70),7,https://produto.mercadolivre.com.br/MLB-1204576831-roteador-intelbras-access-point-teto-ap360-300mbps-poe-wifi-_JM,Intelbras
LV-WR09,94.90,(423),2,https://produto.mercadolivre.com.br/MLB-2797185191-roteador-repetidor-wi-fi-4-antenas-amplificador-de-tomada-_JM,Pix-Link
UniFi,1699,(369),1,https://produto.mercadolivre.com.br/MLB-1962187654-ubnt-uap-nanohd-br-4x4-mu-mimo-wave2-wifi-ap-2450ghz-_JM,Ubiquiti
RE160V,89,(263),7,https://produto.mercadolivre.com.br/MLB-2641214375-roteador-wireless-300-mbps-duas-antenas-ipv6-re160v-_JM,Multilaser
Deco,1485.90,(108),2,https://produto.mercadolivre.com.br/MLB-2808266166-roteador-repetidor-ac1300-deco-m5-tp-link-cx-3-unidades-_JM,TP-Link
REPEATER 2,167.99,(7),312,https://produto.mercadolivre.com.br/MLB-701984342-repetidor-de-rede-sinal-wifi-sem-fio-wireless-roteador-wps-_JM,Wei Tus
Twibi Giga,414.90,(454),2,https://produto.mercadolivre.com.br/MLB-2601554354-roteador-wi-fi-5-mesh-ac1200-branco-intelbras-twibi-giga-_JM,Intelbras
RE200,195.20,(928),4,https://produto.mercadolivre.com.br/MLB-1385691479-repetidor-acess-point-wireless-tp-link-re200-ac750-dual-band-_JM,TP-Link
Archer,300.20,(3443),5,https://produto.mercadolivre.com.br/MLB-2650940715-roteador-tp-link-wifi-dual-band-ac1350-archer-c60-5-antenas-_JM,TP-Link
RE200,219.99,(93),15,https://produto.mercadolivre.com.br/MLB-2200468412-repetidor-wi-fi-tp-link-re200-dual-band-v5-bi-volt-_JM,TP-Link
Mi,93,(1074),7,https://produto.mercadolivre.com.br/MLB-2728690086-repetidor-range-extender-xiaomi-mi-wi-fi-range-extender-pro-_JM,Xiaomi
Deco,2798,(58),11,https://produto.mercadolivre.com.br/MLB-1919515649-roteador-wireless-tp-link-deco-x20-ax1800-wifi-6-mesh-kit-3-_JM,TP-Link
3G,979,(4),40,https://produto.mercadolivre.com.br/MLB-1648389545-kit-internet-rural-4g-3g-aquario-rot-wifi-ant-ext-cabo-_JM,Aquário
Deco,898,(449),51,https://produto.mercadolivre.com.br/MLB-1725169441-roteador-wireless-tp-link-deco-e4-ac1200-mesh-fast-pack-3-_JM,TP-Link
Mi,194.97,(271),6,https://produto.mercadolivre.com.br/MLB-2608368700-roteador-wireless-wifi-xiaomi-mi-4a-branco-110v240v-_JM,Xiaomi
MW301R,85,(1268),10,https://produto.mercadolivre.com.br/MLB-2203151380-roteador-wireless-n-300-mbps-mercusys-mw301r-_JM,Mercusys
Deco,620,(1235),1,https://produto.mercadolivre.com.br/MLB-1854329992-roteador-sistema-wi-fi-mesh-tp-link-deco-m5-100v240v-_JM,TP-Link
AC8,220,(43),7,https://produto.mercadolivre.com.br/MLB-2753877360-roteador-wifi-ac1200-dual-band-gigabit-_JM,Tenda
AC12G,238.88,(671),16,https://produto.mercadolivre.com.br/MLB-1609317185-roteador-mercusys-ac12g-preto-wifi-dualband-gigabit-pc-gamer-_JM,Mercusys
DAP-1325,144.99,(362),2,https://produto.mercadolivre.com.br/MLB-2820519102-repetidor-wireless-dlink-dap-1325-mesh-rj45-bivolt-_JM,D-Link
LV-WR09,117.90,(423),4,https://produto.mercadolivre.com.br/MLB-2112064265-repetidor-wifi-4-antenas-amplificador-sinal-lv-wr09-pix-link-_JM,Pix-Link
Archer,529,(176),23,https://produto.mercadolivre.com.br/MLB-1736551081-roteador-tp-link-wi-fi-6-ax1500-archer-ax10-modelo-novo-_JM,TP-Link
AC1200,208.99,(521),21,https://produto.mercadolivre.com.br/MLB-1311771118-roteador-wifi-multilaser-4-antenas-ac1200-dual-band-200mw-_JM,Multilaser
Mi,168,(39),3,https://produto.mercadolivre.com.br/MLB-2146933147-repetidor-wifi-mi-range-extender-ac1200-dual-band-_JM,Xiaomi
RE163V,142.46,(349),9,https://produto.mercadolivre.com.br/MLB-1548071906-roteador-wireless-multilaser-300mbps-3-antenas-re163v-_JM,Multilaser
LV-WR09,99.99,(5358),12,https://produto.mercadolivre.com.br/MLB-1229486128-repetidor-wifi-4-antenas-amplificador-de-sinal-pixlink-_JM,Pix-Link
Deco,598,(1235),2,https://produto.mercadolivre.com.br/MLB-2029293757-roteador-mesh-tp-link-deco-m5-gigabit-dual-band-ac1300-1-un-_JM,TP-Link
Deco,478.90,(1235),38,https://produto.mercadolivre.com.br/MLB-2080417815-access-point-roteador-sistema-wi-fi-mesh-tp-link-deco-m5-_JM,TP-Link
Mi,185.90,(39),2,https://produto.mercadolivre.com.br/MLB-2791617212-repetidor-de-sinal-wi-fi-xiaomi-mi-ra75-preto-100v240v-_JM,Xiaomi
AP 360,595,(146),15,https://produto.mercadolivre.com.br/MLB-1228426111-roteador-access-point-de-teto-ap360-300mbps-poe-intelbras-_JM,Intelbras
Deco M5,1891.57,(531),14,https://produto.mercadolivre.com.br/MLB-984846702-roteador-tp-link-wi-fi-ac-1300mbps-deco-m5-envio-imediato-_JM,TP-Link
RF 301K,126.60,(1093),25,https://produto.mercadolivre.com.br/MLB-2152290302-roteador-wireless-intelbras-rf301k-300mbps-5-anos-garantia-_JM,Intelbras
Archer,208,(5532),95,https://produto.mercadolivre.com.br/MLB-1018123102-roteador-wireless-ac-tplink-archer-c20-dual-band-750mbps-_JM,TP-Link
Deco,2498,(71),5,https://produto.mercadolivre.com.br/MLB-1845839007-pack-com-2-roteador-mesh-tp-link-deco-x60-wifi6-ax3000-_JM,TP-Link
LV-WR09,95.90,(423),5,https://produto.mercadolivre.com.br/MLB-2789681020-repetidor-wifi-2800m-4-antenas-amplificador-de-sinal-pixlink-_JM,Pix-Link
RF 301K,133.89,(858),4,https://produto.mercadolivre.com.br/MLB-2077980516-roteador-wireless-rf-301k-300mbps-24-ghz-intelbras-_JM,Intelbras
Archer,378,(341),70,https://produto.mercadolivre.com.br/MLB-1305783418-roteador-wireless-wi-fi-tp-link-archer-c5-gigabit-1001000-1200mbps-dual-band-ac1200-_JM,TP-Link
Deco,848,(648),15,https://produto.mercadolivre.com.br/MLB-1845782386-roteador-mesh-tp-link-deco-ac1200-m4-dual-band-kit-2-pecas-_JM,TP-Link
WL-5460AP V2,64,(22),557,https://produto.mercadolivre.com.br/MLB-842636501-roteador-wireless-air-live-wl-5460ap-v2-400mw-_JM,AirLive
Kit Twibi Fast,367,(377),3,https://produto.mercadolivre.com.br/MLB-2737551982-roteador-sistema-wi-fi-intelbras-kit-twibi-fast-2-unidades-_JM,Intelbras
Archer,398,(4),155,https://produto.mercadolivre.com.br/MLB-1305783424-roteador-wireless-tp-link-archer-c6-wi-fi-1200mbps-gigabit-1001000-dual-band-mu-mimo-ac1200-_JM,TP-Link
UniFi,1698,(12),6,https://produto.mercadolivre.com.br/MLB-2767401169-access-point-externo-uap-unifi-ac-mesh-pro-poe-dual-band-_JM,Ubiquiti
Deco,1427,(1235),1,https://produto.mercadolivre.com.br/MLB-2630746886-tp-link-deco-m5-branco-100v240v-3-unidades-_JM,TP-Link
TL-WR840N,129.90,(2505),14,https://produto.mercadolivre.com.br/MLB-2717562335-roteador-wifi-tp-link-300mps-com-2-antenas-tl-wr840n-branco-_JM,TP-Link
Roteador Wireless Tp-Link Deco E4,907.89,(97),1,https://produto.mercadolivre.com.br/MLB-2734216267-kit-roteador-wireless-mesh-tp-link-deco-e4-3-unidades-_JM,TP-Link
TL-WA855RE,168,(1816),2,https://produto.mercadolivre.com.br/MLB-2615701174-repetidor-wifi-tp-link-tl-wa855re-v5-300mbps-24ghz-220v-_JM,TP-Link
TL-WR829N,104.49,(470),6,https://produto.mercadolivre.com.br/MLB-2014245708-roteador-wireless-wr829n-tp-link-300mbps-2-antenas-5dbi-_JM,TP-Link
DIR-809,150,(12),2,https://produto.mercadolivre.com.br/MLB-2707306285-roteador-wireless-d-link-ac-750mbps-dir-809-preto-vitrine-_JM,D-Link
GF 1200,326.27,(175),4,https://produto.mercadolivre.com.br/MLB-2724132551-roteador-wireless-wi-force-1-giga-3-fast-gf-1200-intelbras-_JM,Intelbras
TL-WA855RE,147.95,(1816),6,https://produto.mercadolivre.com.br/MLB-1313008295-repetidor-de-sinal-sem-fio-tp-link-tl-wa855re-novo-_JM,TP-Link
LV-WR09,109.90,(5358),3,https://produto.mercadolivre.com.br/MLB-1935948732-amplificador-original-wifi-4-antenas-repetidor-sinal-2800m-_JM,Pix-Link
DAP-1610,235.90,(144),2,https://produto.mercadolivre.com.br/MLB-2696299632-repetidor-d-link-dap-1610-ac1200-wifi-branco-novo-com-nota-_JM,D-Link
RE450,592.07,(1152),2,https://produto.mercadolivre.com.br/MLB-1812334385-repetidor-tp-link-wi-fi-ac1750-re450-_JM,TP-Link
Adaptador Powerline,254.90,(811),4,https://produto.mercadolivre.com.br/MLB-1298632260-tl-wpa4220-extender-300mbps-wifi-av600-tp-link-powerline-_JM,TP-Link
Deco,567.91,(1235),1,https://produto.mercadolivre.com.br/MLB-1928843881-roteador-tp-link-wireless-ac1300-cx-1-un-deco-m5-_JM,TP-Link
RE200,208.81,(928),2,https://produto.mercadolivre.com.br/MLB-2616288923-repetidor-de-sinal-wireless-wi-fi-750mbps-tp-link-re-200-_JM,TP-Link
Deco,499,(1235),1,https://produto.mercadolivre.com.br/MLB-2755606119-access-point-roteador-sistema-wi-fi-mesh-tp-link-deco-m5-_JM,TP-Link
Twibi Fast,217.89,(214),9,https://produto.mercadolivre.com.br/MLB-2670278618-roteador-sistema-wi-fi-mesh-intelbras-twibi-fast-bivolt-_JM,Intelbras
EC230-G1,278.86,(85),196,https://produto.mercadolivre.com.br/MLB-1670273127-roteador-tp-link-wireless-ac1350-dual-band-ec230-g1-_JM,TP-Link
MCS0010,149,(154),6,https://produto.mercadolivre.com.br/MLB-1529875783-extensor-de-area-mercusys-wireless-300mbps-24ghz-mw300re-_JM,Mercusys
Roteador,632.69,(202),238,https://produto.mercadolivre.com.br/MLB-740024109-roteador-mf253-antena-externa-3g-4g-zte-desbloqueado-rural-_JM,ZTE
RF 301K,123.49,(1093),1,https://produto.mercadolivre.com.br/MLB-1971614222-roteador-wireless-intelbras-rf301k-300mbps-2-antenas-4750073-_JM,Intelbras
MW301R,122.40,(1268),3,https://produto.mercadolivre.com.br/MLB-1793261327-roteador-wireless-n-2-antenas-300mbps-mercusys-mw301r-_JM,Mercusys
RF 301K,159.99,(1093),4,https://produto.mercadolivre.com.br/MLB-1717646270-roteador-wifi-intelbras-rf-301k-300mbps-2-antenas-5-dbi-full-_JM,Intelbras
Twibi Giga,472.50,(454),17,https://produto.mercadolivre.com.br/MLB-1933987754-twibi-giga-roteador-mesh-intelbras-branco-unitario-_JM,Intelbras
Space,257.65,(10),1,https://produto.mercadolivre.com.br/MLB-2658206689-roteador-wireless-easymesh-ac1200-1und-gigabit-space-serie-_JM,ZTE
MW301R,85.84,(1268),3,https://produto.mercadolivre.com.br/MLB-1274234968-roteador-tplink-mercusys-mw301r-300mbps-2-antenas-_JM,Mercusys
RF 301K,200.71,(858),1,https://produto.mercadolivre.com.br/MLB-2047715041-roteador-wireless-rf-301k-300mbps-nacional-4750073-_JM,Intelbras
WS5800,1048,(44),6,https://produto.mercadolivre.com.br/MLB-2178697561-roteador-huawei-ws5800-2200mbps-sistema-wi-fi-mesh-pack-2-_JM,Huawei
Archer,980,(5532),2,https://produto.mercadolivre.com.br/MLB-1988717807-kit-10-roteador-wireless-tp-link-dual-band-ac750-archer-c20-_JM,TP-Link
LV-WR09,109.90,(5358),17,https://produto.mercadolivre.com.br/MLB-1935948759-amplificador-original-wifi-4-antenas-repetidor-sinal-2800m-_JM,Pix-Link
TL-WR840N,103.41,(1707),1,https://produto.mercadolivre.com.br/MLB-2673289573-roteador-wireless-tp-link-300n-2-antenas-4-portas-wireles-_JM,TP-Link
MF25b,299.99,(48),7,https://produto.mercadolivre.com.br/MLB-1777422166-modem-zte-mf-25b-roteador-wifi-saida-tel-3g-seminovo-_JM,ZTE
AC1750,548,(1152),233,https://produto.mercadolivre.com.br/MLB-1249266271-extensor-de-alcance-wifi-tp-link-re450-1750mbps-ac-dual-band-_JM,TP-Link
RE163V,157.90,(349),1,https://produto.mercadolivre.com.br/MLB-2059994331-roteador-wireless-branco-wifi-300-mbps-24-ghz-multilaser-_JM,Multilaser
RE160V,109.70,(324),2,https://produto.mercadolivre.com.br/MLB-1868885801-roteador-multilaser-re160v-wireless-2-antenas-branco-bi-volt-_JM,Multilaser
MR50G,474.52,(170),1,https://produto.mercadolivre.com.br/MLB-1899455232-roteador-wireless-gigabit-dual-band-245ghz-ac1900-mr50g-_JM,Mercusys
MR50G,285.07,(170),3,https://produto.mercadolivre.com.br/MLB-2603582823-roteador-mercusys-wireless-gigabit-dual-band-ac1900-mr50g-_JM,Mercusys
Mini Repetidor Router,56.90,(4),87,https://produto.mercadolivre.com.br/MLB-1637380996-mini-repetidor-amplificador-de-sinal-wifi-router-extender-_JM,DAHORA
UniFi,4145,(301),2,https://produto.mercadolivre.com.br/MLB-2642015710-ubnt-uf-wifi-br-ufiber-onu-gpon-wifi-4p-gigabit-apc-kit10pcs-_JM,Ubiquiti
Archer,248,(6703),1,https://produto.mercadolivre.com.br/MLB-2627731124-roteador-tp-link-archer-c60-ac1350-wireless-dual-band-branco-_JM,TP-Link
Space,717,(17),1,https://produto.mercadolivre.com.br/MLB-2060987488-access-point-roteador-ac1200-ate-32-equipamentos-conectados-_JM,ZTE
IWR 3000N,1000,(752),12,https://produto.mercadolivre.com.br/MLB-1488004405-roteador-wifi-ipv6-iwr-3000n-usado-sem-fonte-25-unidade-_JM,Intelbras
ACtion,1180,(1809),1,https://produto.mercadolivre.com.br/MLB-1988732479-kit-10-roteador-intelbras-wireless-action-rf-1200-dual-band-_JM,Intelbras
Mesh 2-Pack WS5800,890.91,(19),9,https://produto.mercadolivre.com.br/MLB-2039888528-roteador-huawei-wi-fi-mesh-2-pack-ws5800-_JM,Huawei
LV-WR09,109.90,(423),23,https://produto.mercadolivre.com.br/MLB-2193239669-repetidor-wifi-2800m-4-antenas-pixlink-amplificador-500mbps-_JM,Pix-Link
ACtion,278.40,(1809),9,https://produto.mercadolivre.com.br/MLB-1811708453-roteador-wireless-smart-dual-band-action-rf-1200-intelbras-_JM,Intelbras
Cosmo,329.90,(413),3,https://produto.mercadolivre.com.br/MLB-2040294302-roteador-mesh-cosmo-ac1200-2-pecas-dual-band-_JM,Multilaser
Archer,398,(8),106,https://produto.mercadolivre.com.br/MLB-1305789980-roteador-wireless-tp-link-archer-c6-wi-fi-1200mbps-gigabit-1001000-dual-band-mu-mimo-ac1200-_JM,TP-Link
RF 301K,159.99,(1093),12,https://produto.mercadolivre.com.br/MLB-1784527459-roteador-wifi-intelbras-rf-301k-300mbps-2-antenas-5-dbi-full-_JM,Intelbras
Archer,430,(5532),8,https://produto.mercadolivre.com.br/MLB-2147343645-roteador-kit-com-05-tp-link-archer-c20-3-antenas-usados-_JM,TP-Link
DIR-842,229,(816),17,https://produto.mercadolivre.com.br/MLB-2799194501-roteador-wi-fi-ac1200-tr-069-gigabit-ethernet-dir-842-_JM,D-Link
IWR 1000N,123.45,(49),4,https://produto.mercadolivre.com.br/MLB-1898032425-roteador-repetidor-wi-fi-150-mbps-iwr-1000n-intelbras-_JM,Intelbras
Omada,295.91,(49),321,https://produto.mercadolivre.com.br/MLB-911338584-access-point-tp-link-eap115-n300-wireless-montavel-em-teto-_JM,TP-Link
3.75G,633.45,(202),545,https://produto.mercadolivre.com.br/MLB-997649905-modem-roteador-mf253-300mbps-chip-antena-externa-rural-_JM,ZTE
TL-WA850RE,281.89,(8811),4,https://produto.mercadolivre.com.br/MLB-1252189818-repedidor-tl-wa850re-sinal-wifi-tplink-wireless-repetidor-_JM,TP-Link
Deco,1847.12,(27),5,https://produto.mercadolivre.com.br/MLB-2135869592-roteador-tp-link-deco-m9-plus-2un-mesh-ac2200-tri-band-v2-_JM,TP-Link
RE160V,78.99,(263),80,https://produto.mercadolivre.com.br/MLB-1337224850-roteador-wireless-300mpbs-24ghz-2-antenas-5dbi-multilaser-_JM,Multilaser
Omada,322.90,(48),3,https://produto.mercadolivre.com.br/MLB-1865621999-access-point-tp-link-wi-fi-n300-mbps-poe-check-in-eap110-_JM,TP-Link
DIR-819,246.17,(903),2,https://produto.mercadolivre.com.br/MLB-2638779504-roteador-d-link-wireless-ac-750mbps-dir-819-_JM,D-Link
Archer,848,(185),20,https://produto.mercadolivre.com.br/MLB-1867609134-roteador-ax50-tp-link-archer-wi-fi-6-gigabit-3000mbps-_JM,TP-Link
RE450,530,(1152),8,https://produto.mercadolivre.com.br/MLB-1678240969-repetidor-expansor-tp-link-wi-fi-network-1750mbps-re450-_JM,TP-Link
TL-MR3420,195,(47),28,https://produto.mercadolivre.com.br/MLB-835971317-tl-mr3420-tp-link-wi-fi-sfio-300mb-roteador-2ant-3g4g-1939-_JM,TP-Link
Auranet EAP,1740.69,(13),1,https://produto.mercadolivre.com.br/MLB-1891204482-access-point-wireless-gigabit-mu-mimo-montavel-em-teto-_JM,TP-Link
Deco,1575.72,(449),2,https://produto.mercadolivre.com.br/MLB-1631947857-roteador-tp-link-deco-e4-wireless-ac1200-sistema-mesh-3-pack-_JM,TP-Link
LV-WR09,105.60,(5358),26,https://produto.mercadolivre.com.br/MLB-1798887344-roteador-repetidor-expansor-sinal-wifi-300mbps-4-antenas-_JM,Pix-Link
Mi,99.90,(1074),3,https://produto.mercadolivre.com.br/MLB-2096746806-repetidor-xiaomi-mi-wi-fi-range-extender-pro-preto-100v240v-_JM,Xiaomi
Kit Twibi Fast,639.90,(377),1,https://produto.mercadolivre.com.br/MLB-2606913430-roteador-wi-fi-mesh-intelbras-kit-twibi-fast-110v220v-2-_JM,Intelbras
Archer,297.02,(3443),1,https://produto.mercadolivre.com.br/MLB-1957484929-roteador-tp-link-wifi-dual-band-ac1350-archer-c60-5-antenas-_JM,TP-Link
Mi,92.99,(1074),117,https://produto.mercadolivre.com.br/MLB-1829367372-repetidor-xiaomi-mi-pro-300m-preto-100v240v-_JM,Xiaomi
300 mbps,92.60,(4),79,https://produto.mercadolivre.com.br/MLB-1171537330-repetidor-roteador-de-sinal-wifi-300-mbps-pronta-entrega-_JM,T90
WAP54G,93.90,(4),8,https://produto.mercadolivre.com.br/MLB-2029073774-linksys-wap54g-wireless-g-access-point-24ghz-com-nfe-_JM,Linksys
RF 301K,150.90,(1093),20,https://produto.mercadolivre.com.br/MLB-1697853653-roteador-repetidor-intelbras-rf-301k-wireless-300mbps-2-ant-_JM,Intelbras
AC12G,218,(671),10,https://produto.mercadolivre.com.br/MLB-2607922424-roteador-mercusys-ac12g-v1-ac1200-wireless-1167mbps-245ghz-_JM,Mercusys
Deco,1480,(1235),8,https://produto.mercadolivre.com.br/MLB-1819389132-roteador-tp-link-deco-m5-3-pack-branco-100v240v-3-unid-_JM,TP-Link
MR50G,306.18,(170),2,https://produto.mercadolivre.com.br/MLB-2603595523-roteador-mercusys-wireless-gigabit-dual-band-ac1900-mr50g-_JM,Mercusys
Twibi Fast,625,(210),1,https://produto.mercadolivre.com.br/MLB-2198043701-kit-roteador-intelbras-wi-fi-twibi-fast-mesh-dual-band-2-un-_JM,Intelbras
Deco M5,1538.65,(531),66,https://produto.mercadolivre.com.br/MLB-1103157449-roteador-repetidor-tp-link-deco-m5-ac1300-dual-band-3-pack-_JM,TP-Link
Claro VIVO TIM OI,379,(5),125,https://produto.mercadolivre.com.br/MLB-1351823916-gateway-roteador-b660-wifi-3g-entrada-antena-melhor-q-b260a-_JM,Huawei
Deco,1477.35,(1235),46,https://produto.mercadolivre.com.br/MLB-2004872609-roteador-mesh-tp-link-deco-m5-branco-3-unidades-_JM,TP-Link
Omada,1292.79,(20),1,https://produto.mercadolivre.com.br/MLB-1932653633-access-point-externo-gigabit-mu-mimo-wireless-ac1200-24gbz-_JM,TP-Link
TL-WPA4220,538,(811),13,https://produto.mercadolivre.com.br/MLB-2022819766-extensor-wireless-powerline-tp-link-tl-wpa4220t-kit-3pcs-_JM,TP-Link
Archer,277,(8),2,https://produto.mercadolivre.com.br/MLB-1971969483-roteador-tp-link-archer-c50-wireless-ac1200-dual-band-_JM,TP-Link
Deco,150.59,(108),2,https://produto.mercadolivre.com.br/MLB-2731710352-fios-de-plugue-de-montagem-em-parede-suporte-de-sistema-bagu-_JM,Generic
Deco,1375.45,(108),4,https://produto.mercadolivre.com.br/MLB-2607045176-roteador-tp-link-wireless-ac1300-cx-3-un-deco-m5-_JM,TP-Link
W4-300F,166.90,(25),4,https://produto.mercadolivre.com.br/MLB-2045723004-w4-300f-roteador-fast-4-portas-ideal-ate-70-megas-intelbras-_JM,Intelbras
Kit Twibi Fast,495,(377),12,https://produto.mercadolivre.com.br/MLB-1875819164-roteador-twibi-wifi-mesh-fast-kit-2-unidades-original-_JM,Intelbras
Mi,119.50,(1074),103,https://produto.mercadolivre.com.br/MLB-1923447479-expansor-de-wifi-sem-fio-xiaomi-envio-imediato-cnf-_JM,Xiaomi
AX3 Quad-Core,455.84,(253),7,https://produto.mercadolivre.com.br/MLB-2630428144-roteador-huawei-ax3-ws7200-quad-core-4-antenas-wi-fi-6-_JM,Huawei
Repetidor Intelbras Iwe 3001 Amplia Sinal Wifi,319.02,(276),5,https://produto.mercadolivre.com.br/MLB-2688570309-repetidor-intelbras-iwe-3001-amplia-sinal-wifi-_JM,Intelbras
Twibi,465,(312),1,https://produto.mercadolivre.com.br/MLB-2068524516-roteador-wireless-mesh-twibi-giga-dual-band-5ghz-intelbras-_JM,Intelbras
LV-WR09,119.99,(5358),86,https://produto.mercadolivre.com.br/MLB-1390830276-repetidor-amplificador-de-sinal-wifi-4-antenas-2800m-pixlink-_JM,Pix-Link
